Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,14,6,8,42.9%,15-19,44.1%,143-171,45.5%,3-0,100.0%,14,62.3%,33.8%,2.3%,3.0%,62.9%,61.5%,44.1%,55.1%,43.7%,49.3%,0.97
Clay,5,1,4,20.0%,4-8,33.3%,55-68,44.7%,2-1,66.7%,5,63.3%,25.0%,3.3%,1.7%,65.6%,59.0%,47.9%,55.2%,39.9%,47.8%,0.89
Grass,4,1,3,25.0%,2-6,25.0%,25-44,36.2%,1-0,100.0%,4,57.1%,14.7%,2.2%,5.8%,58.5%,64.1%,36.6%,52.7%,33.0%,43.3%,0.70
Grand Slams,7,2,5,28.6%,6-11,35.3%,66-95,41.0%,3-0,100.0%,7,54.3%,25.6%,1.7%,3.2%,60.8%,58.1%,41.3%,51.5%,40.7%,46.2%,0.84
Premiers,2,1,1,50.0%,2-3,40.0%,20-25,44.4%,1-0,100.0%,2,57.1%,30.4%,0.7%,3.9%,62.5%,55.8%,45.6%,52.0%,43.5%,47.7%,0.91
Internationals,13,5,8,38.5%,13-17,43.3%,131-151,46.5%,2-1,66.7%,13,67.4%,31.9%,2.7%,3.0%,63.0%,64.3%,45.7%,57.5%,41.9%,49.7%,0.99
Quarter-finals,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,66.7%,10.0%,3.6%,0.0%,56.4%,64.5%,50.0%,58.2%,35.2%,45.2%,0.84
vs Righties,19,6,13,31.6%,15-29,34.1%,170-235,42.0%,3-1,75.0%,19,60.7%,27.3%,2.8%,3.1%,63.7%,60.7%,43.0%,54.3%,40.9%,47.6%,0.90
vs Lefties,4,2,2,50.0%,6-4,60.0%,53-48,52.5%,3-0,100.0%,4,66.0%,36.7%,1.4%,2.8%,60.4%,62.8%,46.9%,56.5%,43.7%,50.5%,1.00
vs Top 10,2,0,2,0.0%,0-4,0.0%,6-24,20.0%,0-0,-,2,33.3%,6.7%,2.0%,5.9%,57.8%,54.2%,20.9%,40.2%,30.4%,35.6%,0.51
