Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2014 US Open R64,L vs Kohlschreiber,101.7,107.6,5.8,,,118,97,91.3,4.7,,,101,87
2014 US Open R128,W vs Gimeno Traver,100.2,105.1,8.2,,,119,62,85.7,4.6,,,92,74
2014 Roland Garros R128,L vs Verdasco,105.6,113.3,13.9,,,129,64,87.7,6.5,,,101,74
2013 US Open R128,L vs Murray,109.3,,,,,126,,,,,,,83
2013 Roland Garros R64,L vs Raonic,107.4,,,,,129,,,,,,,78
2013 Roland Garros R128,W vs Darcis,109.9,,,,,132,,,,,,,85
2013 Australian Open R128,L vs Tsonga,109.9,,,,,129,,,,,,,89
2012 US Open R128,L vs Kohlschreiber,107.1,,,,,128,,,,,,,68
2012 Roland Garros R64,L vs Berdych,108.0,,,,,130,,,,,,,82
2012 Roland Garros R128,W vs Garcia Lopez,106.6,,,,,131,,,,,,,78
2012 Australian Open R32,L vs Murray,106.5,,,,,128,,,,,,,78
2011 Wimbledon R16,L vs Djokovic,113.0,118.3,7.3,,,130,98,105.6,3.7,,,112,95
2011 Wimbledon R128,W vs Ward,112.5,116.7,7.2,,,129,99,97.9,5.6,,,106,86
2011 Roland Garros R128,L vs Darcis,110.0,115.7,8.1,,,133,99,98.4,4.5,,,107,90
2011 Australian Open R64,L vs Raonic,107.4,113.0,9.5,,,127,80,97.5,6.7,,,110,82
2011 Australian Open R128,W vs Chela,108.6,115.4,8.1,,,129,99,96.1,4.7,,,103,87
Career (16 matches),,107.9,113.5,8.9,,,133,62,95.7,5.2,,,112,68
