Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2014,2,0,2,0.0%,0-4,0.0%,15-26,36.6%,0-1,0.0%,2,70.0%,5.0%,4.3%,4.3%,62.3%,64.0%,46.2%,57.2%,30.2%,44.2%,0.71,R32 (2x)
2013,12,9,3,75.0%,18-7,72.0%,143-107,57.2%,3-2,60.0%,11,89.0%,22.9%,10.6%,2.5%,66.4%,76.5%,58.4%,70.4%,36.8%,53.8%,1.24,F (Bordeaux)
2012,8,5,3,62.5%,12-7,63.2%,110-91,54.7%,1-5,16.7%,8,89.0%,21.1%,14.5%,4.7%,61.8%,82.5%,54.0%,71.6%,35.1%,53.4%,1.24,F (Mons)
2011,5,5,0,100.0%,10-1,90.9%,67-35,65.7%,1-0,100.0%,5,94.3%,33.3%,24.5%,6.8%,62.6%,87.0%,53.6%,74.5%,41.9%,57.5%,1.64,W (Orleans)
2010,9,7,2,77.8%,16-4,80.0%,116-90,56.3%,3-1,75.0%,9,86.4%,24.2%,10.6%,4.4%,62.1%,75.4%,54.3%,67.4%,34.9%,52.1%,1.07,F (Bordeaux)
2009,6,4,2,66.7%,10-6,62.5%,79-74,51.6%,1-1,50.0%,0,,,,,,,,,,,,SF (Orleans)
2008,2,1,1,50.0%,3-2,60.0%,28-26,51.9%,1-1,50.0%,0,,,,,,,,,,,,R16 (Orleans)
2007,16,11,5,68.8%,21-7,75.0%,159-113,58.5%,2-2,50.0%,0,,,,,,,,,,,,F (Heilbronn)
2006,36,25,11,69.4%,55-23,70.5%,444-338,56.8%,8-10,44.4%,0,,,,,,,,,,,,W (2x)
2005,5,3,2,60.0%,7-3,70.0%,57-43,57.0%,0-1,0.0%,0,,,,,,,,,,,,QF (Grenoble)
2004,13,9,4,69.2%,19-9,67.9%,148-121,55.0%,2-1,66.7%,0,,,,,,,,,,,,SF (Besancon)
2003,9,5,4,55.6%,12-7,63.2%,98-80,55.1%,1-2,33.3%,0,,,,,,,,,,,,SF (Grenoble)
2002,9,5,4,55.6%,12-9,57.1%,103-103,50.0%,1-1,50.0%,0,,,,,,,,,,,,W (Grenoble)
2001,32,24,8,75.0%,49-26,65.3%,417-343,54.9%,8-7,53.3%,0,,,,,,,,,,,,W (2x)
2000,17,7,10,41.2%,15-22,40.5%,178-186,48.9%,3-6,33.3%,0,,,,,,,,,,,,SF (Magdeburg)
Career,181,120,61,66.3%,259-137,65.4%,2162-1776,54.9%,35-41,46.1%,35,88.1%,23.2%,12.8%,4.2%,63.4%,78.2%,54.8%,69.6%,36.2%,53.2%,1.19,
