Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2014,269,186,85,1719,73,1696,72,1686,,,26,2620,5,1870
2013,105,541,40,1836,35,1788,42,1769,28,1761,24,2900,12,1840
2012,53,823,40,1847,33,1808,51,1745,25,1776,33,2155,9,1875
2011,47,915,39,1853,41,1787,52,1755,15,1814,5,7500,3,1938
2010,23,1575,29,1888,29,1812,38,1798,12,1818,29,2470,10,1828
2009,67,649,54,1791,44,1744,65,1720,31,1736,49,1410,19,1783
2008,40,860,57,1786,56,1724,61,1731,30,1753,18,2010,8,1847
2007,93,460,76,1721,77,1669,76,1675,40,1701,17,2626,11,1818
2006,96,435,65,1756,56,1711,81,1651,,,36,1294,13,1822
2005,136,303,83,1717,72,1691,121,1585,42,1698,9,2875,11,1837
2004,41,890,48,1817,43,1755,83,1664,18,1764,12,2850,7,1862
2003,173,214,109,1677,108,1615,220,1470,52,1660,12,3285,11,1846
2002,104,380,86,1732,73,1696,191,1503,49,1667,28,1589,50,1644
2001,89,464,115,1669,125,1605,223,1465,55,1660,67,885,,
2000,159,245,210,1548,251,1424,290,1364,101,1568,93,685,,
1999,267,149,,,,,,,,,271,194,,
1998,704,20,,,,,,,,,383,117,,
1997,959,,,,,,,,,,,,,
