Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2012 Paris SF,L vs Ferrer,3.7,2.6,4.3,46.4%,51.8%,36.8%,100.0%,29.1%,48.8%,4.5,11.0,1.5,2.4
2012 Paris R16,W vs Del Potro,3.0,2.4,3.7,58.1%,44.4%,75.0%,100.0%,37.9%,55.6%,2.0,7.1,1.0,4.3
2012 Australian Open R32,L vs Murray,4.0,3.2,4.8,44.3%,35.3%,26.7%,40.0%,37.4%,65.0%,2.5,4.5,-5.0,-13.2
2010 Paris SF,L vs Soderling,2.7,2.1,3.2,51.6%,47.8%,45.5%,42.9%,31.1%,62.6%,-2.0,-4.9,-10.5,-23.3
2009 Marseille F,L vs Tsonga,2.7,2.6,2.7,43.6%,54.5%,75.0%,0.0%,52.7%,52.3%,0.5,1.3,1.5,7.9
Career (5 matches),,3.2,2.5,3.7,49.0%,46.6%,41.5%,57.1%,35.7%,57.7%,1.5,3.7,-2.3,-6.1
