Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,180,105,75,58.3%,250-193,56.4%,2216-2021,52.3%,45-39,53.6%,85,80.1%,20.7%,4.8%,1.6%,67.1%,69.5%,53.0%,64.1%,36.9%,50.6%,1.03
Clay,471,303,168,64.3%,674-418,61.7%,5556-4548,55.0%,71-80,47.0%,178,74.0%,26.5%,4.4%,1.6%,64.0%,66.8%,50.2%,60.8%,39.6%,50.2%,1.01
Grass,14,4,10,28.6%,19-27,41.3%,194-224,46.4%,2-5,28.6%,3,61.9%,8.7%,4.3%,3.3%,62.0%,67.3%,36.2%,55.4%,28.8%,42.0%,0.65
Carpet,60,21,39,35.0%,48-89,35.0%,588-727,44.7%,12-7,63.2%,14,73.3%,17.8%,5.3%,2.5%,58.7%,71.9%,46.6%,61.5%,34.9%,47.8%,0.90
Grand Slams,80,46,34,57.5%,161-120,57.3%,1395-1238,53.0%,20-28,41.7%,33,77.1%,22.3%,4.9%,1.6%,69.0%,68.8%,50.0%,63.0%,38.0%,50.4%,1.03
Masters,123,75,48,61.0%,164-115,58.8%,1386-1209,53.4%,26-17,60.5%,54,75.6%,23.1%,4.1%,1.3%,65.4%,65.9%,51.9%,61.1%,37.8%,49.5%,0.97
Other Tours,489,294,195,60.1%,607-445,57.7%,5230-4602,53.2%,81-84,49.1%,193,75.5%,24.7%,4.6%,1.8%,63.3%,68.2%,50.4%,61.7%,38.7%,50.2%,1.01
Best of 5,127,76,51,59.8%,260-184,58.6%,2230-1921,53.7%,30-34,46.9%,35,77.7%,22.9%,4.8%,1.6%,68.7%,69.1%,50.0%,63.2%,38.4%,50.6%,1.04
Best of 3,598,357,241,59.7%,731-543,57.4%,6324-5599,53.0%,100-97,50.8%,245,75.3%,24.3%,4.5%,1.7%,63.8%,67.6%,50.7%,61.5%,38.4%,50.0%,1.00
Finals,28,16,12,57.1%,41-33,55.4%,345-314,52.4%,5-3,62.5%,7,77.4%,23.5%,2.7%,1.4%,62.6%,69.0%,49.5%,61.7%,39.5%,50.9%,1.03
Semi-finals,52,27,25,51.9%,60-45,57.1%,533-462,53.6%,5-14,26.3%,16,76.9%,27.0%,5.3%,1.5%,67.1%,67.4%,49.9%,61.6%,39.4%,50.8%,1.03
Quarter-finals,90,52,38,57.8%,108-79,57.8%,912-811,52.9%,14-23,37.8%,32,74.6%,24.2%,3.9%,2.0%,65.6%,66.1%,50.8%,60.8%,38.3%,49.9%,0.98
vs Righties,618,374,244,60.5%,847-610,58.1%,7246-6376,53.2%,116-113,50.7%,237,75.2%,24.1%,4.5%,1.6%,64.8%,67.6%,50.3%,61.5%,38.4%,50.0%,1.00
vs Lefties,99,52,47,52.5%,128-114,52.9%,1202-1092,52.4%,13-18,41.9%,43,78.9%,23.7%,4.7%,2.0%,64.1%,69.5%,52.2%,63.3%,38.6%,50.8%,1.05
vs Top 10,68,23,45,33.8%,61-104,37.0%,674-834,44.7%,14-13,51.9%,17,65.6%,16.8%,3.6%,1.6%,66.6%,64.9%,42.5%,57.4%,35.0%,46.8%,0.82
