Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1998,1324,1,,,,,,,,,821,24,,
1997,1056,,,,,,,,,,208,295,,
1996,173,248,178,1611,141,1612,153,1602,134,1497,75,872,,
1995,108,,113,1727,99,1682,88,1720,,,34,1452,,
1994,74,,95,1766,92,1703,57,1774,,,29,1544,,
1993,41,,59,1843,52,1785,34,1855,,,24,1620,,
1992,21,,25,1942,16,1918,16,1943,54,1681,22,1512,,
1991,14,,20,1947,16,1905,13,1956,49,1690,13,1784,,
1990,8,,18,1937,10,1932,11,1921,,,9,1936,,
1989,19,,20,1920,22,1858,13,1926,,,27,,,
1988,17,,19,1957,21,1876,11,1971,25,1764,5,,,
1987,17,,16,1981,34,1805,8,2031,24,1785,8,,,
1986,16,,16,1971,36,1781,9,1990,57,1677,29,,,
1985,64,,71,1789,97,1635,44,1796,,,27,,,
1984,111,,158,1585,140,1538,120,1621,128,1505,115,,,
