Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,271,161,110,59.4%,337-241,58.3%,2786-2441,53.3%,36-40,47.4%,0,,,,,,,,,,,
Clay,97,41,56,42.3%,94-115,45.0%,871-950,47.8%,6-12,33.3%,0,,,,,,,,,,,
Grass,148,99,49,66.9%,199-112,64.0%,1563-1272,55.1%,17-18,48.6%,0,,,,,,,,,,,
Carpet,141,81,60,57.4%,161-123,56.7%,1334-1230,52.0%,23-18,56.1%,0,,,,,,,,,,,
Grand Slams,122,66,56,54.1%,151-125,54.7%,1291-1209,51.6%,12-17,41.4%,0,,,,,,,,,,,
Premiers,3,2,1,66.7%,4-2,66.7%,31-25,55.4%,0-0,-,0,,,,,,,,,,,
Finals,23,11,12,47.8%,25-28,47.2%,238-245,49.3%,1-2,33.3%,0,,,,,,,,,,,
Semi-finals,44,21,23,47.7%,42-45,48.3%,394-399,49.7%,8-6,57.1%,0,,,,,,,,,,,
Quarter-finals,76,44,32,57.9%,82-73,52.9%,710-679,51.1%,16-8,66.7%,0,,,,,,,,,,,
vs Righties,383,197,186,51.4%,417-394,51.4%,3736-3647,50.6%,49-58,45.8%,0,,,,,,,,,,,
vs Lefties,39,18,21,46.2%,38-40,48.7%,332-359,48.0%,4-6,40.0%,0,,,,,,,,,,,
vs Top 10,99,15,84,15.2%,48-161,23.0%,722-1141,38.8%,10-14,41.7%,0,,,,,,,,,,,
