Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1999,869,4,,,,,,,,,,,,
1998,91,292,59,1819,57,1733,87,1646,26,1751,,,,
1997,301,51,125,1675,105,1622,142,1569,41,1679,,,,
1996,83,274,57,1834,70,1713,108,1651,19,1788,,,,
1995,34,41,42,1883,62,1747,99,1682,16,1825,,,,
1994,17,71,44,1891,47,1776,48,1764,8,1886,,,,
1993,25,51,24,1970,26,1876,46,1779,12,1899,,,,
1992,15,58,19,2027,24,1894,31,1829,9,1914,,,,
1991,19,45,20,1949,20,1859,38,1764,14,1841,,,,
1990,52,21,61,1801,53,1720,73,1685,22,1756,,,,
1989,36,29,32,1867,27,1788,48,1744,19,1784,,,,
1988,13,54,15,1985,14,1883,22,1839,12,1885,,,,
1987,11,63,10,2062,10,1966,19,1867,12,1871,,,,
1986,14,39,18,1964,15,1864,41,1737,14,1832,,,,
1985,93,,111,1650,112,1567,138,1517,87,1583,,,,
1984,97,,111,1651,124,1543,135,1519,82,1598,,,,
1983,,,113,1642,99,1572,,,73,1598,,,,
