Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,28,15,13,53.6%,5,4,1,80.0%,1983,1997,QF,0,,,,,,,,,,
Roland Garros,14,Clay,24,10,14,41.7%,1,0,1,0.0%,1984,1998,R32,0,,,,,,,,,,
Wimbledon,15,Grass,41,26,15,63.4%,11,4,7,36.4%,1984,1998,SF,0,,,,,,,,,,
US Open,17,Hard,37,20,17,54.1%,13,5,8,38.5%,1981,1998,SF,0,,,,,,,,,,
Wightman Cup,3,Carpet,5,5,0,100.0%,1,0,1,0.0%,1987,1989,W,0,,,,,,,,,,
Fed Cup,3,,9,4,5,44.4%,1,0,1,0.0%,1988,1993,,0,,,,,,,,,,
Birmingham,14,Grass,41,29,12,70.7%,5,3,2,60.0%,1984,1997,W,0,,,,,,,,,,
Eastbourne,13,Grass,40,27,13,67.5%,11,4,7,36.4%,1984,1996,W,0,,,,,,,,,,
Key Biscayne,13,Hard,30,17,13,56.7%,6,2,4,33.3%,1987,1999,R16,0,,,,,,,,,,
Chicago,10,Carpet,22,12,10,54.5%,8,4,4,50.0%,1985,1997,SF,0,,,,,,,,,,
Sydney,9,Hard,17,8,9,47.1%,4,2,2,50.0%,1983,1996,QF,0,,,,,,,,,,
Hilton Head,9,Clay,14,5,9,35.7%,5,0,5,0.0%,1984,1999,QF,0,,,,,,,,,,
