Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1995 Philadelphia F,L vs Graf,45.5%,57.1%,37.3%,57.9%,10.8%,11.1%,50.0%,25.0%,0.0%,0.5%,100.0%,-35,-39
1987 US Open SF,L vs Graf,70.3%,57.7%,59.0%,52.0%,3.8%,0.0%,0.0%,0.0%,0.0%,0.0%,-,-19,-5
Career (2 matches),,57.6%,57.5%,48.8%,54.1%,7.9%,7.4%,50.0%,16.7%,0.0%,0.3%,100.0%,-26,-21
