Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),80,880,50,1815,43,1782,152,1558,62,1643,96,827,,
2025,98,802,106,1705,97,1678,191,1504,95,1588,151,527
2024,113,654,154,1618,157,1562,190,1479,117,1531,202,385
2023,115,641,188,1542,167,1533,224,1424,223,1340,,
2022,174,373,180,1543,156,1530,233,1398,227,1325,,
2021,741,42,,,,,,,,,,
2020,738,34,,,,,,,,,620,78
2019,250,241,277,1390,240,1411,292,1287,238,1273,558,88
2018,283,170,,,,,,,,,494,81
2017,349,125,,,,,,,,,333,173
2016,516,55,,,,,,,,,282,209
2015,366,100,,,,,,,,,627,53
2014,948,10,,,,,,,,,1258,3
2013,847,19,,,,,,,,,,
