Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,18,8,10,44.4%,9,4,5,44.4%,2015,2026,R32,17,0.96,3.7%,5.9%,61.1%,63.6%,45.1%,56.4%,41.8%,56.5%,49.2%
Roland Garros,4,Clay,5,1,4,20.0%,1,1,0,100.0%,2019,2025,R128,5,0.85,2.4%,7.2%,63.4%,58.9%,37.3%,51.0%,41.8%,59.4%,33.3%
Wimbledon,4,Grass,5,1,4,20.0%,2,2,0,100.0%,2019,2025,R128,5,0.94,3.8%,3.8%,65.4%,68.3%,40.2%,58.6%,38.9%,45.5%,30.6%
US Open,4,Hard,11,6,5,54.5%,3,1,2,33.3%,2022,2025,R128,11,1.06,2.3%,7.4%,60.9%,65.0%,46.8%,57.9%,44.8%,42.6%,46.3%
Fed Cup,2,,2,0,2,0.0%,0,0,0,-,2016,2019,,2,0.61,2.5%,5.9%,69.5%,54.9%,25.0%,45.8%,33.0%,60.0%,100.0%
Miami,3,Hard,8,5,3,62.5%,1,1,0,100.0%,2023,2026,R64,8,1.04,3.2%,7.1%,62.5%,65.9%,44.6%,57.9%,43.6%,57.1%,47.1%
Indian Wells,3,Hard,9,6,3,66.7%,1,0,1,0.0%,2023,2026,R64,9,1.07,1.1%,6.9%,56.7%,62.3%,48.6%,56.4%,46.5%,50.9%,55.7%
Austin,2,Hard,6,4,2,66.7%,2,2,0,100.0%,2025,2026,SF,6,0.99,2.3%,11.6%,60.2%,65.3%,39.6%,55.1%,44.4%,57.6%,54.9%
Doha,2,Hard,3,1,2,33.3%,2,1,1,50.0%,2024,2026,Q2,3,0.94,1.7%,3.8%,66.9%,66.5%,44.9%,59.3%,38.4%,50.0%,35.5%
Adelaide,2,Hard,4,2,2,50.0%,0,0,0,-,2021,2026,SF,4,0.96,1.2%,5.4%,65.5%,58.6%,41.6%,52.7%,45.4%,42.4%,41.7%
Brisbane,4,Hard,12,6,6,50.0%,3,2,1,66.7%,2016,2026,QF,12,0.94,2.8%,5.5%,65.0%,64.0%,46.3%,57.8%,39.8%,49.5%,37.5%
