Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,84,39,45,46.4%,87-105,45.3%,871-965,47.4%,10-11,47.6%,83,63.7%,32.0%,2.8%,7.2%,62.3%,63.6%,44.1%,56.2%,42.0%,49.0%,0.96
Clay,6,1,5,16.7%,5-10,33.3%,62-80,43.7%,1-0,100.0%,6,54.4%,32.9%,1.5%,6.1%,63.2%,57.9%,39.4%,51.1%,43.7%,47.3%,0.89
Grass,11,5,6,45.5%,10-14,41.7%,121-122,49.8%,0-4,0.0%,11,76.7%,24.4%,4.1%,5.8%,65.0%,68.3%,43.2%,59.5%,39.7%,49.7%,0.98
Grand Slams,16,3,13,18.8%,8-28,22.2%,133-202,39.7%,3-4,42.9%,16,57.1%,22.6%,3.0%,6.6%,60.9%,59.4%,42.7%,52.9%,37.8%,45.6%,0.80
Premiers,15,7,8,46.7%,16-20,44.4%,164-189,46.5%,2-1,66.7%,15,61.5%,31.3%,2.8%,6.4%,63.1%,62.8%,45.0%,56.2%,42.1%,48.8%,0.96
Internationals,49,30,19,61.2%,63-47,57.3%,552-510,52.0%,4-8,33.3%,49,69.1%,36.0%,3.2%,6.9%,63.6%,65.9%,44.3%,58.1%,44.0%,50.8%,1.05
Finals,2,0,2,0.0%,0-4,0.0%,11-24,31.4%,0-0,-,2,38.9%,23.5%,0.0%,5.7%,70.8%,49.3%,25.8%,42.5%,41.6%,42.0%,0.72
Semi-finals,4,2,2,50.0%,5-5,50.0%,45-49,47.9%,0-1,0.0%,4,66.0%,30.4%,3.2%,8.5%,62.9%,71.9%,35.2%,58.3%,40.9%,49.4%,0.98
Quarter-finals,10,4,6,40.0%,11-13,45.8%,121-123,49.6%,1-3,25.0%,9,72.5%,30.5%,3.2%,6.6%,64.8%,67.1%,47.4%,60.2%,41.4%,50.3%,1.04
vs Righties,92,38,54,41.3%,88-124,41.5%,963-1091,46.9%,10-16,38.5%,89,65.1%,29.3%,3.0%,7.0%,62.6%,64.0%,44.0%,56.5%,41.1%,48.7%,0.94
vs Lefties,5,2,3,40.0%,4-6,40.0%,36-46,43.9%,0-0,-,5,53.7%,34.1%,1.0%,5.5%,65.8%,59.9%,37.0%,52.1%,43.6%,48.2%,0.91
vs Top 10,10,2,8,20.0%,4-17,19.0%,78-126,38.2%,1-3,25.0%,9,55.2%,20.7%,2.2%,7.5%,58.8%,61.1%,39.7%,52.3%,35.7%,44.2%,0.75
