Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Dubai R32,L vs Rybakina,13% (1/8),0% (0/1),0/4,57% (4/7),0% (0/4),0/0,0/0,2/2,0/0,1/1
2026 Adelaide SF,L vs Mboko,14% (1/7),0% (0/1),0/4,75% (6/8),17% (1/6),0/0,0/0,0/1,0/0,0/1
2025 Chennai F,L vs Tjen,67% (6/9),33% (2/6),0/4,50% (5/10),0% (0/5),1/2,0/0,1/2,0/0,0/1
2025 Chennai QF,W vs Vekic,63% (5/8),80% (4/5),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2025 Chennai R16,W vs Bhamidipaty,83% (10/12),70% (7/10),3/5,50% (6/12),0% (0/6),4/7,1/5,0/0,0/2,0/0
2025 US Open R128,L vs Anisimova,11% (1/9),100% (1/1),1/4,63% (5/8),20% (1/5),0/1,0/0,0/0,0/0,0/0
2025 s Hertogenbosch R16,L vs Yuan,40% (4/10),75% (3/4),1/4,56% (5/9),0% (0/5),0/3,0/0,0/1,0/0,0/0
2025 Australian Open R128,L vs Lys,38% (3/8),100% (3/3),3/5,88% (7/8),0% (0/7),0/3,0/0,0/2,0/0,0/1
2024 Osaka F,L vs Lamens,38% (3/8),67% (2/3),0/4,75% (6/8),0% (0/6),0/2,0/0,0/2,0/0,0/1
2024 US Open R128,L vs Vekic,30% (3/10),67% (2/3),1/4,50% (5/10),20% (1/5),0/2,0/0,1/1,0/0,0/0
2024 Roland Garros Q2,L vs Danilovic,22% (2/9),0% (0/2),0/2,56% (5/9),40% (2/5),0/0,0/0,0/1,0/0,0/1
2024 W75 Trnava R32,L vs Bondar,20% (2/10),50% (1/2),0/4,40% (4/10),0% (0/4),1/1,0/0,1/1,0/0,0/0
2023 Nanchang R32,W vs Wei,67% (8/12),75% (6/8),3/4,50% (6/12),33% (2/6),3/4,0/0,0/0,0/0,0/0
2023 US Open R128,L vs Brady,55% (6/11),67% (4/6),2/5,50% (5/10),0% (0/5),0/3,0/1,0/0,0/0,0/0
2023 Montreal R64,L vs Wozniacki,63% (5/8),40% (2/5),1/4,88% (7/8),14% (1/7),0/2,0/0,0/2,0/0,0/1
2023 Roland Garros R128,L vs Jeanjean,44% (7/16),100% (7/7),5/9,80% (12/15),25% (3/12),3/7,0/0,2/2,0/0,1/1
2023 Strasbourg R32,W vs Malygina,78% (7/9),100% (7/7),2/3,38% (3/8),0% (0/3),4/6,1/1,0/0,0/0,0/0
2021 Australian Open R128,L vs Marino,0% (0/9),- (0/0),0/2,56% (5/9),40% (2/5),0/0,0/0,2/3,0/0,2/2
2019 W80 Charlottesville VA R32,L vs Hradecka,0% (0/7),- (0/0),0/4,83% (5/6),0% (0/5),0/0,0/0,0/1,0/0,0/0
2019 W80 Dothan AL QF,L vs Kucova,36% (4/11),75% (3/4),2/4,50% (5/10),20% (1/5),2/3,0/0,0/0,0/0,0/0
2026 (2 matches),,13.3%,0.0%,0.0%,66.7%,10.0%,-,-,66.7%,-,50.0%
2025 (6 matches),,51.8%,69.0%,36.4%,50.9%,3.6%,45.0%,42.9%,20.0%,33.3%,0.0%
2024 (4 matches),,27.0%,50.0%,7.1%,54.1%,15.0%,20.0%,-,40.0%,-,0.0%
2023 (5 matches),,58.9%,78.8%,52.0%,62.3%,18.2%,45.5%,50.0%,50.0%,-,50.0%
2021 (1 matches),,0.0%,-,0.0%,55.6%,40.0%,-,-,66.7%,-,100.0%
Career (64 matches),,44.7%,75.4%,31.7%,50.2%,19.7%,59.2%,71.1%,54.7%,78.6%,46.7%
