Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,28,14,14,50.0%,33-35,48.5%,318-330,49.1%,3-4,42.9%,28,64.7%,33.6%,2.6%,8.7%,62.2%,66.1%,41.5%,56.8%,42.8%,49.7%,0.99
Clay,3,0,3,0.0%,2-6,25.0%,28-45,38.4%,0-0,-,3,62.9%,15.8%,1.3%,5.9%,63.2%,62.3%,40.9%,54.4%,37.1%,45.5%,0.81
Grass,6,2,4,33.3%,4-9,30.8%,59-72,45.0%,0-1,0.0%,6,70.8%,20.0%,4.7%,6.5%,65.8%,65.9%,41.4%,57.5%,37.2%,47.5%,0.88
Grand Slams,4,0,4,0.0%,1-8,11.1%,27-55,32.9%,1-1,50.0%,4,56.4%,9.8%,3.0%,7.5%,60.4%,61.3%,41.9%,53.6%,33.2%,43.2%,0.72
Premiers,5,3,2,60.0%,6-6,50.0%,52-58,47.3%,0-0,-,5,58.9%,35.2%,2.1%,7.3%,66.3%,61.5%,40.9%,54.5%,43.7%,48.9%,0.96
Internationals,15,9,6,60.0%,20-16,55.6%,181-169,51.7%,1-2,33.3%,15,67.4%,36.0%,3.6%,8.9%,63.9%,67.6%,39.2%,57.3%,44.2%,50.6%,1.04
Finals,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,50.0%,22.2%,0.0%,5.1%,71.2%,57.1%,23.5%,47.5%,43.0%,44.7%,0.82
Semi-finals,3,1,2,33.3%,3-5,37.5%,33-42,44.0%,0-1,0.0%,3,63.2%,25.0%,3.0%,9.8%,62.8%,70.7%,32.2%,56.4%,39.3%,47.8%,0.90
Quarter-finals,3,3,0,100.0%,6-1,85.7%,42-23,64.6%,0-0,-,3,78.8%,50.0%,3.3%,8.6%,66.7%,70.7%,51.4%,64.3%,50.0%,57.0%,1.40
vs Righties,36,14,22,38.9%,35-51,40.7%,388-435,47.1%,2-6,25.0%,34,66.1%,27.9%,2.9%,8.0%,62.8%,66.0%,41.9%,57.0%,40.4%,48.6%,0.94
vs Lefties,1,1,0,100.0%,2-0,100.0%,12-5,70.6%,0-0,-,1,77.8%,62.5%,0.0%,4.6%,64.6%,66.7%,47.8%,60.0%,57.1%,58.8%,1.43
vs Top 10,6,0,6,0.0%,0-12,0.0%,38-74,33.9%,0-2,0.0%,5,51.2%,15.2%,1.8%,9.7%,57.4%,57.2%,39.0%,49.5%,29.5%,40.0%,0.58
