Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Dubai R32,L vs Rybakina,10,13,0.8,11.2%,14.6%,9,9,1.0,11.7%,11.7%,9.1%,2.6%,1.4,22.5%,15.7%
2026 Adelaide SF,L vs Mboko,7,13,0.5,8.1%,15.1%,7,10,0.7,9.7%,13.9%,4.2%,5.6%,2.0,27.9%,14.0%
2025 Chennai F,L vs Tjen,17,27,0.6,11.2%,17.8%,17,24,0.7,12.1%,17.1%,7.9%,4.3%,1.0,17.8%,17.8%
2025 Chennai QF,W vs Vekic,14,13,1.1,15.7%,14.6%,12,11,1.1,16.4%,15.1%,9.6%,6.8%,0.3,11.2%,32.6%
2025 Chennai R16,W vs Bhamidipaty,29,20,1.5,15.8%,10.9%,26,13,2.0,17.1%,8.6%,10.5%,6.6%,0.8,19.7%,23.5%
2025 US Open R128,L vs Anisimova,4,21,0.2,4.1%,21.4%,4,16,0.3,4.8%,19.0%,2.4%,2.4%,0.6,17.3%,27.6%
2025 s Hertogenbosch R16,L vs Yuan,16,26,0.6,11.6%,18.8%,14,22,0.6,11.2%,17.6%,8.8%,2.4%,0.8,11.6%,14.5%
2025 Australian Open R128,L vs Lys,4,18,0.2,4.3%,19.1%,4,14,0.3,4.8%,16.7%,3.6%,0.0%,1.0,21.3%,21.3%
2024 Osaka F,L vs Lamens,2,28,0.1,2.2%,30.8%,2,25,0.1,2.5%,31.3%,1.3%,1.3%,1.3,19.8%,15.4%
2024 US Open R128,L vs Vekic,16,15,1.1,12.8%,12.0%,14,12,1.2,12.2%,10.4%,7.0%,5.2%,1.2,21.6%,18.4%
2024 Roland Garros Q2,L vs Danilovic,20,22,0.9,13.6%,15.0%,19,16,1.2,14.1%,11.9%,3.0%,11.1%,1.1,17.0%,15.0%
2024 W75 Trnava R32,L vs Bondar,19,21,0.9,16.0%,17.6%,18,15,1.2,17.6%,14.7%,11.8%,5.9%,1.5,16.0%,10.9%
2023 Nanchang R32,W vs Wei,19,26,0.7,12.3%,16.8%,18,25,0.7,12.3%,17.1%,6.2%,5.5%,0.7,14.8%,21.9%
2023 US Open R128,L vs Brady,19,29,0.7,13.1%,20.0%,19,25,0.8,14.4%,18.9%,8.3%,6.1%,0.8,17.9%,22.8%
2023 Montreal R64,L vs Wozniacki,17,36,0.5,14.3%,30.3%,16,26,0.6,15.8%,25.7%,7.9%,5.9%,0.6,10.9%,17.6%
2023 Roland Garros R128,L vs Jeanjean,40,43,0.9,18.0%,19.4%,38,33,1.2,18.8%,16.3%,9.9%,8.9%,1.1,16.2%,14.9%
2023 Strasbourg R32,W vs Malygina,19,20,1.0,17.1%,18.0%,18,19,0.9,17.0%,17.9%,7.5%,9.4%,0.3,9.9%,30.6%
2021 Australian Open R128,L vs Marino,1,23,0.0,0.7%,16.8%,1,23,0.0,0.8%,19.0%,,,0.4,10.9%,27.7%
2019 Australian Open R64,W vs Vekic,29,31,0.9,16.7%,17.8%,22,25,0.9,15.5%,17.6%,7.7%,7.0%,0.7,14.4%,21.8%
2019 Brisbane R32,W vs Kasatkina,39,66,0.6,16.7%,28.2%,37,59,0.6,17.8%,28.4%,9.1%,8.7%,0.5,12.4%,23.1%
Career (22 matches),,362,549,0.7,12.5%,18.9%,333,454,0.7,13.0%,17.7%,7.1%,5.7%,0.8,16.4%,20.1%
