Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Dubai R32,L vs Rybakina,56.5%,38.5%,10.9%,3/2,2.60,3.4%,40.9%,22.2%,13.6%,2.40,5.3%,73.9%,47.1%,8.7%,3.02,0.0%
2026 Adelaide SF,L vs Mboko,50.0%,35.0%,10.0%,2/2,2.20,10.8%,53.3%,37.5%,10.0%,2.02,12.0%,57.1%,25.0%,14.3%,2.57,8.3%
2025 Chennai F,L vs Tjen,73.1%,52.9%,4.3%,3/1,3.11,53.2%,65.5%,55.3%,1.7%,3.25,68.6%,96.8%,50.0%,9.7%,2.71,8.3%
2025 Chennai QF,W vs Vekic,56.5%,65.4%,0.0%,0/0,2.65,0.0%,42.1%,75.0%,0.0%,2.50,0.0%,90.0%,61.1%,0.0%,3.07,0.0%
2025 Chennai R16,W vs Bhamidipaty,66.1%,67.6%,5.4%,4/2,2.70,8.0%,66.1%,59.5%,5.4%,2.54,12.1%,78.7%,75.7%,6.4%,3.00,0.0%
2025 US Open R128,L vs Anisimova,52.2%,37.5%,13.0%,3/3,2.75,5.3%,50.0%,28.6%,7.1%,2.79,5.3%,66.7%,50.0%,26.7%,2.72,5.3%
2025 s Hertogenbosch R16,L vs Yuan,71.0%,55.1%,10.1%,5/2,2.20,0.0%,63.8%,50.0%,4.3%,2.19,0.0%,95.0%,63.2%,25.0%,2.22,0.0%
2025 Australian Open R128,L vs Lys,61.4%,51.9%,25.0%,4/7,2.86,5.3%,54.5%,50.0%,18.2%,2.84,8.7%,83.3%,53.3%,38.9%,2.91,0.0%
2024 Osaka F,L vs Lamens,72.7%,43.8%,6.8%,2/1,2.68,2.9%,66.7%,33.3%,11.1%,2.91,4.2%,100.0%,57.1%,0.0%,2.14,0.0%
2024 Roland Garros Q2,L vs Danilovic,60.9%,46.2%,6.3%,2/2,2.20,3.1%,61.9%,38.5%,2.4%,2.15,4.3%,65.0%,61.5%,15.0%,2.33,0.0%
2024 ITF Trnava R32,L vs Bondar,54.5%,40.0%,7.3%,3/1,2.34,9.6%,45.5%,53.3%,9.1%,2.30,12.5%,75.0%,26.7%,5.0%,2.48,0.0%
2023 Nanchang R32,W vs Wei,76.5%,60.0%,4.7%,2/2,2.50,0.0%,74.0%,56.8%,6.0%,2.39,0.0%,87.5%,64.3%,3.1%,2.64,0.0%
2023 Montreal R64,L vs Wozniacki,82.1%,43.6%,4.5%,3/0,2.35,0.0%,84.1%,48.6%,4.5%,2.44,0.0%,100.0%,33.3%,5.6%,2.18,0.0%
2023 Roland Garros R128,L vs Jeanjean,80.4%,53.3%,5.4%,1/5,2.14,17.4%,78.8%,57.7%,0.0%,2.24,26.4%,95.0%,47.4%,15.0%,1.97,3.0%
2023 Strasbourg R32,W vs Malygina,78.9%,66.1%,0.0%,0/0,2.53,3.1%,84.8%,61.5%,0.0%,2.63,0.0%,77.3%,76.5%,0.0%,2.35,9.1%
2021 Australian Open R128,L vs Marino,45.5%,40.0%,3.6%,1/1,2.49,0.0%,35.3%,33.3%,0.0%,2.41,0.0%,68.4%,46.2%,10.5%,2.62,0.0%
2019 Australian Open R64,W vs Vekic,48.7%,70.3%,2.6%,2/0,2.50,4.5%,53.8%,67.9%,1.9%,2.61,6.3%,52.9%,77.8%,5.9%,2.21,0.0%
2018 Brisbane R32,W vs Kasatkina,67.4%,49.4%,4.5%,3/3,2.58,5.7%,66.7%,42.5%,1.7%,2.41,9.8%,87.5%,55.1%,8.9%,2.80,0.0%
2016 Hobart R16,L vs Cibulkova,46.2%,38.9%,15.4%,2/4,2.27,8.7%,40.7%,27.3%,14.8%,2.24,12.5%,63.6%,57.1%,18.2%,2.34,0.0%
Last 52 Weeks (7 matches),,63.5%,54.4%,7.1%,62.5%,2.61,12.9%,58.5%,50.0%,5.4%,2.54,17.6%,82.8%,59.3%,11.0%,2.73,3.3%
Career (19 matches),,65.6%,52.8%,6.4%,54.2%,2.49,7.8%,62.8%,50.5%,4.7%,2.47,11.1%,82.4%,55.8%,10.4%,2.53,1.6%
