Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,3,1,75.0%,6-4,60.0%,55-43,56.1%,2-2,50.0%,4,70.2%,42.6%,1.9%,5.5%,64.6%,62.1%,42.6%,55.2%,48.7%,52.2%,1.09,SF (Austin 125 1)
2025,16,11,5,68.8%,25-11,69.4%,192-153,55.7%,5-0,100.0%,16,72.6%,37.8%,3.1%,8.1%,61.0%,66.5%,49.8%,60.0%,45.6%,52.8%,1.14,W (W75 Brisbane )
2024,31,17,14,54.8%,40-34,54.1%,361-346,51.1%,4-3,57.1%,5,61.2%,38.0%,2.5%,7.0%,62.5%,63.5%,38.1%,54.0%,44.6%,49.3%,0.97,W (W75 Fukuoka)
2023,35,23,12,65.7%,53-33,61.6%,434-350,55.4%,3-5,37.5%,1,50.0%,30.8%,2.7%,9.5%,55.4%,61.0%,33.3%,48.6%,42.7%,45.5%,0.83,W (2x)
2022,49,33,16,67.3%,73-41,64.0%,598-471,55.9%,4-10,28.6%,0,,,,,,,,,,,,W (W60 Playford)
2019,9,3,6,33.3%,8-13,38.1%,94-106,47.0%,0-3,0.0%,0,,,,,,,,,,,,QF (W80 Dothan AL)
2018,27,13,14,48.1%,31-32,49.2%,300-287,51.1%,3-5,37.5%,0,,,,,,,,,,,,W (Darwin $60K)
2017,29,14,15,48.3%,30-34,46.9%,291-304,48.9%,5-4,55.6%,0,,,,,,,,,,,,W (Brisbane $25K)
2016,2,0,2,0.0%,2-4,33.3%,27-27,50.0%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
2015,29,19,10,65.5%,42-29,59.2%,349-316,52.5%,3-1,75.0%,0,,,,,,,,,,,,F (2x)
2014,4,1,3,25.0%,3-6,33.3%,35-46,43.2%,1-0,100.0%,0,,,,,,,,,,,,R16 (Bendigo 50K)
2013,8,4,4,50.0%,10-10,50.0%,95-98,49.2%,3-2,60.0%,0,,,,,,,,,,,,QF (Cairns 15K)
Career,243,141,102,58.0%,323-251,56.3%,2831-2547,52.6%,33-36,47.8%,26,69.1%,38.3%,2.8%,7.4%,61.8%,64.9%,45.8%,57.6%,45.8%,51.8%,1.08,
