Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,112,63,49,56.3%,133-113,54.1%,1175-1104,51.6%,12-8,60.0%,46,64.0%,43.2%,4.8%,8.2%,60.5%,64.4%,41.6%,55.4%,47.3%,51.3%,1.06
Clay,47,23,24,48.9%,51-52,49.5%,453-458,49.7%,2-2,50.0%,6,55.8%,30.4%,3.6%,7.6%,67.9%,60.6%,37.1%,53.1%,41.0%,46.9%,0.87
Grass,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,66.7%,0.0%,6.9%,3.4%,62.1%,72.2%,36.4%,58.6%,14.3%,40.0%,0.35
Finals,6,2,4,33.3%,4-8,33.3%,57-66,46.3%,1-2,33.3%,3,57.7%,30.8%,5.5%,10.5%,64.1%,62.9%,33.8%,52.5%,42.8%,47.6%,0.90
Semi-finals,12,6,6,50.0%,16-14,53.3%,142-136,51.1%,1-1,50.0%,7,62.2%,35.8%,3.4%,9.2%,60.9%,63.8%,43.1%,55.7%,43.4%,49.7%,0.98
Quarter-finals,19,10,9,52.6%,19-18,51.4%,165-168,49.5%,2-2,50.0%,6,68.3%,36.1%,4.7%,5.9%,62.4%,62.3%,46.3%,56.2%,45.4%,50.9%,1.04
vs Righties,78,36,42,46.2%,77-94,45.0%,765-826,48.1%,5-8,38.5%,29,59.9%,41.9%,4.6%,8.0%,61.4%,62.8%,39.4%,53.8%,46.2%,49.9%,1.00
vs Lefties,10,3,7,30.0%,6-16,27.3%,88-118,42.7%,0-0,-,3,47.8%,12.5%,0.7%,5.6%,70.4%,51.0%,40.5%,47.9%,32.1%,40.1%,0.62
