Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
18-Sep-2023,W25 Santa Margherita di Pula,Clay,F,535,316,(4) Katharina Hobgarski [GER] d. (Q) Bilardo,7-5 6-3,,,,,,,,
07-Nov-2022,W15 Solarino,Carpet,F,555,514,(2) Bilardo d. (1) Jacqueline Cabaj Awad [SWE],6-4 4-6 6-3,,,,,,,,
08-Aug-2022,W15 Padova,Clay,F,668,1180,(6) Bilardo d. (Q) Laura Mair [ITA],6-2 6-1,,,,,,,,
23-May-2022,W15 Antalya,Clay,F,679,896,(7) Tatiana Prozorova [RUS] d. (3) Bilardo,7-6(4) 7-5,,,,,,,,
01-Nov-2021,W15 Solarino,Carpet,F,769,781,(6) Alicia Smith [AUS] d. (5) Bilardo,6-3 7-6(6),,,,,,,,
14-Jun-2021,W15 Antalya,Clay,F,817,490,(2) Ylona Georgiana Ghioroaie [ROU] d. Bilardo,7-5 6-2,,,,,,,,
31-May-2021,W15 Antalya,Clay,F,882,557,(2) Hurricane Tyra Black [USA] d. Bilardo,2-6 6-4 6-4,,,,,,,,
26-Nov-2018,Solarino $15K,Carpet,F,605,365,Catalina Pella [ARG] d. (3) Bilardo,6-1 6-2,,,,,,,,
28-May-2018,Antalya $15K,Clay,F,601,592,(4) Bilardo d. Dia Evtimova [BUL],6-1 4-6 6-1,,,,,,,,
26-Jun-2017,Tarvisio $15K,Clay,F,846,558,(7) Nina Potocnik [SLO] d. Bilardo,6-2 6-3,,,,,,,,
