Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Tabarka R16,L vs Prisacariu,1.03,0.74,52.4,2.0,-,41.7%,-,60.6%,27.8%,43.8%
2019 W15 Barletta QF,L vs Noel,1.00,0.91,51.1,4.0,-,50.0%,-,54.4%,34.9%,53.3%
2019 W25 Santa Margherita Di Pula R16,L vs Haas,1.08,0.70,49.0,2.0,0.0%,27.6%,0.0%,48.1%,35.7%,46.2%
2019 W25 Santa Margherita Di Pula R32,L vs Samsonova,1.04,0.73,50.8,3.6,0.0%,50.0%,0.0%,41.2%,31.4%,45.2%
2019 W15 Sharm El Sheikh R32,L vs Sherif,1.00,0.69,60.6,3.2,0.0%,60.0%,0.0%,37.0%,39.3%,30.8%
2019 W15 Sharm El Sheikh R16,W vs Seah,1.15,1.39,51.7,2.3,3.0%,63.6%,0.0%,69.0%,38.2%,43.8%
2019 W15 Sharm El Sheikh R32,W vs Cagnazzo,1.07,1.13,80.8,4.3,0.0%,50.0%,0.0%,52.4%,47.2%,56.3%
2019 W15 Sharm El Sheikh R32,L vs Kajuru,0.80,0.56,29.6,2.0,-,44.0%,-,39.1%,43.2%,38.2%
2019 W15 Monastir R32,L vs Michel,0.85,0.47,33.5,2.1,0.0%,58.1%,0.0%,37.9%,31.8%,25.0%
2019 W15 Monastir R32,L vs Gravouil,0.90,0.88,74.0,54.1,1.6%,47.5%,1.6%,59.0%,38.0%,55.0%
2017 Heraklion $15K SF,L vs Jani,1.01,0.85,69.3,2.8,0.0%,52.0%,0.0%,44.7%,40.4%,46.5%
2017 Heraklion $15K QF,W vs Laboutkova,1.12,1.34,51.6,2.0,0.0%,63.3%,0.0%,51.7%,50.0%,51.4%
2017 Heraklion $15K R16,W vs Staiculescu,1.25,1.64,47.9,2.2,0.0%,53.8%,0.0%,75.0%,42.9%,52.2%
2017 Heraklion $15K R32,W vs Kommer,1.00,1.54,45.2,2.1,3.7%,63.0%,0.0%,58.3%,60.7%,60.0%
2017 Santa Margherita Di Pula $25K R16,L vs Vasylyeva,0.87,0.64,43.1,2.1,0.0%,40.6%,0.0%,66.7%,31.3%,37.9%
2017 Hammamet $15K R16,L vs Koehler,0.88,0.86,79.5,7.3,0.0%,50.0%,0.0%,46.8%,52.6%,47.2%
2017 Bucharest $15K QF,L vs Fetecau,0.91,0.68,42.5,2.1,0.0%,40.0%,0.0%,35.7%,44.0%,50.0%
2017 Bucharest $15K R16,W vs Martinich,1.25,1.47,40.9,2.1,0.0%,63.6%,0.0%,50.0%,45.7%,55.9%
2017 Bucharest $15K R32,W vs Davidescu,1.19,2.08,30.9,2.3,0.0%,69.0%,0.0%,59.3%,66.7%,57.9%
2017 Targu Jiu $15K R16,L vs Woolcock,0.94,0.69,52.6,2.2,0.0%,47.4%,0.0%,54.1%,41.9%,29.6%
2019 (10 matches),,1.00,0.83,55.9,2.9,0.5%,49.4%,0.3%,51.4%,37.3%,46.1%
2017 (24 matches),,1.04,1.10,55.4,2.8,0.3%,53.1%,0.5%,56.2%,46.7%,50.1%
2016 (11 matches),,1.01,1.00,56.6,2.4,0.2%,48.3%,1.0%,55.9%,47.3%,47.6%
2015 (5 matches),,1.02,1.11,44.8,2.3,0.0%,56.5%,0.0%,47.2%,52.9%,51.4%
Career (50 matches),,1.02,1.02,55.0,2.6,0.3%,51.4%,0.5%,54.5%,45.4%,48.8%
