Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Clay,10,4,6,40.0%,6-12,33.3%,69-86,44.5%,0-0,-,10,54.3%,37.0%,1.4%,3.7%,72.3%,55.8%,46.3%,53.2%,44.6%,48.8%,0.95
Quarter-finals,1,0,1,0.0%,0-1,0.0%,3-6,33.3%,0-0,-,1,40.0%,20.0%,0.0%,0.0%,83.8%,48.4%,16.7%,43.2%,37.5%,40.6%,0.66
vs Righties,4,2,2,50.0%,3-3,50.0%,28-22,56.0%,0-0,-,4,55.6%,53.8%,3.8%,3.2%,73.1%,57.9%,45.2%,54.5%,52.1%,53.3%,1.15
