Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W15 Tabarka R16,L vs Prisacariu,71% (5/7),67% (2/3),0/0,0/0,64% (7/11),2/4,2/3,40% (2/5),20% (1/5)
2019 W15 Barletta QF,L vs Noel,46% (11/24),38% (5/13),1/4,0/0,50% (5/10),2/6,2/3,33% (3/9),56% (5/9)
2019 W25 Santa Margherita Di Pula R16,L vs Haas,67% (2/3),50% (2/4),0/0,0/0,60% (9/15),1/3,0/1,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R32,L vs Samsonova,33% (4/12),75% (3/4),0/0,0/0,38% (3/8),1/3,1/2,20% (1/5),25% (1/4)
2019 W15 Sharm El Sheikh R32,L vs Sherif,57% (4/7),100% (2/2),0/2,0/0,44% (4/9),2/4,2/3,57% (4/7),29% (2/7)
2019 W15 Sharm El Sheikh R16,W vs Seah,69% (9/13),50% (3/6),2/3,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,W vs Cagnazzo,64% (7/11),47% (9/19),2/4,1/3,46% (6/13),0/1,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,L vs Kajuru,67% (2/3),20% (2/10),0/0,0/0,64% (9/14),1/3,0/1,- (0/0),- (0/0)
2019 W15 Monastir R32,L vs Michel,38% (3/8),0% (0/1),0/0,0/0,55% (6/11),2/4,2/3,- (0/0),- (0/0)
2019 W15 Monastir R32,L vs Gravouil,48% (10/21),70% (7/10),1/5,0/3,57% (8/14),3/5,0/1,57% (4/7),29% (2/7)
2017 Heraklion $15K SF,L vs Jani,35% (6/17),23% (3/13),1/1,0/0,46% (6/13),0/2,0/1,- (0/0),- (0/0)
2017 Heraklion $15K QF,W vs Laboutkova,70% (7/10),43% (6/14),2/2,1/1,0% (0/4),0/0,0/0,- (0/0),- (0/0)
2017 Heraklion $15K R16,W vs Staiculescu,70% (7/10),83% (5/6),2/2,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2017 Heraklion $15K R32,W vs Kommer,67% (6/9),67% (6/9),2/2,1/1,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2017 Santa Margherita Di Pula $25K R16,L vs Vasylyeva,50% (5/10),20% (1/5),0/0,0/0,50% (4/8),3/5,1/2,- (0/0),- (0/0)
2017 Hammamet $15K R16,L vs Koehler,55% (6/11),44% (8/18),1/1,0/0,33% (5/15),0/2,0/1,100% (5/5),40% (2/5)
2017 Bucharest $15K QF,L vs Fetecau,40% (2/5),57% (4/7),0/0,0/0,36% (4/11),2/4,1/2,- (0/0),- (0/0)
2017 Bucharest $15K R16,W vs Martinich,35% (7/20),45% (5/11),2/10,1/6,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2017 Bucharest $15K R32,W vs Davidescu,47% (7/15),71% (5/7),2/9,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2017 Targu Jiu $15K R16,L vs Woolcock,38% (5/13),20% (1/5),0/0,0/0,69% (9/13),1/3,1/2,- (0/0),- (0/0)
2019 (10 matches),,52.3%,48.6%,33.3%,28.6%,55.0%,42.4%,52.9%,42.4%,34.4%
2017 (24 matches),,50.5%,50.0%,47.3%,39.5%,50.5%,40.5%,43.8%,68.2%,50.0%
2016 (11 matches),,49.2%,45.8%,46.2%,33.3%,52.5%,41.7%,50.0%,60.0%,30.0%
2015 (5 matches),,65.6%,43.6%,85.7%,75.0%,44.7%,42.9%,33.3%,-,-
Career (50 matches),,51.4%,48.0%,47.2%,39.1%,51.6%,41.6%,47.9%,53.8%,38.7%
