Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,20,9,11,45.0%,18-21,46.2%,175-185,48.6%,2-4,33.3%,19,60.7%,35.5%,1.0%,5.3%,65.3%,59.2%,45.5%,54.5%,43.5%,49.2%,0.96
Clay,14,8,6,57.1%,18-15,54.5%,154-135,53.3%,2-1,66.7%,14,58.3%,47.9%,0.4%,4.1%,71.3%,56.0%,47.0%,53.4%,49.3%,51.4%,1.06
Grand Slams,8,1,7,12.5%,3-14,17.6%,57-91,38.5%,0-2,0.0%,8,52.1%,26.0%,0.2%,5.0%,67.8%,51.0%,49.1%,50.4%,40.3%,45.5%,0.81
Premiers,6,5,1,83.3%,10-3,76.9%,73-48,60.3%,1-1,50.0%,6,73.8%,46.6%,1.3%,3.5%,67.2%,63.1%,55.0%,60.4%,49.3%,55.1%,1.25
Internationals,7,3,4,42.9%,7-8,46.7%,73-78,48.3%,2-1,66.7%,7,53.9%,41.7%,1.0%,6.3%,67.0%,58.1%,39.9%,52.1%,44.5%,48.5%,0.93
Finals,1,1,0,100.0%,2-0,100.0%,13-7,65.0%,1-0,100.0%,1,88.9%,40.0%,6.9%,3.4%,70.7%,70.7%,52.9%,65.5%,48.6%,56.1%,1.41
Semi-finals,2,1,1,50.0%,2-3,40.0%,22-28,44.0%,0-0,-,2,57.7%,29.2%,0.0%,1.2%,72.3%,59.2%,52.2%,57.2%,41.9%,49.8%,0.98
Quarter-finals,3,2,1,66.7%,4-3,57.1%,31-24,56.4%,0-0,-,3,60.7%,51.9%,0.0%,4.7%,71.1%,53.3%,52.7%,53.2%,48.2%,50.8%,1.03
vs Righties,31,15,16,48.4%,32-33,49.2%,291-290,50.1%,3-4,42.9%,30,59.2%,40.2%,0.8%,5.2%,67.9%,58.0%,45.0%,53.8%,45.8%,49.9%,0.99
vs Lefties,2,1,1,50.0%,2-3,40.0%,26-27,49.1%,1-1,50.0%,2,56.0%,42.3%,0.0%,1.7%,66.3%,51.8%,55.2%,52.9%,47.7%,50.1%,1.01
vs Top 10,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,25.0%,25.0%,1.9%,11.5%,59.6%,58.1%,19.0%,42.3%,43.5%,43.0%,0.75
