Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R128,L vs Gibson,8.6%,20.0%,23.1%,7.7%,23.1%,33.3%,40.0%,66.7%,-,12.5%,25.0%,14.3%,20.0%,45.5%,50.0%,-14
2026 Abu Dhabi F,W vs Alexandrova,24.1%,34.5%,57.1%,29.3%,41.5%,58.6%,22.2%,56.5%,100.0%,13.3%,20.0%,53.8%,0.0%,50.0%,0.0%,17
2026 Abu Dhabi SF,W vs Tauson,18.2%,30.9%,51.7%,20.3%,34.2%,52.4%,18.9%,57.1%,44.4%,13.3%,23.3%,50.0%,0.0%,66.7%,33.3%,-65
2026 Auckland R16,L vs Jovic,13.3%,20.0%,38.7%,18.6%,27.9%,45.7%,14.3%,59.1%,25.0%,6.9%,10.3%,29.6%,33.3%,52.9%,100.0%,-47
2024 Madrid R16,L vs Rybakina,9.6%,15.4%,41.5%,6.5%,16.1%,55.2%,38.5%,44.4%,20.0%,20.0%,20.0%,8.3%,55.6%,50.0%,100.0%,46
2023 ITF The Hague F,L vs Rus,4.2%,5.6%,48.1%,4.9%,4.9%,53.8%,31.6%,27.3%,0.0%,7.1%,14.3%,30.8%,50.0%,12.5%,-,-58
2023 Roland Garros R128,L vs Rakhimova,11.1%,11.1%,28.6%,8.0%,8.0%,30.4%,6.7%,70.0%,-,28.6%,28.6%,20.0%,33.3%,50.0%,50.0%,90
2023 Australian Open R128,L vs Krejcikova,16.9%,20.3%,39.5%,22.0%,24.4%,28.1%,16.7%,30.4%,50.0%,8.3%,16.7%,72.7%,0.0%,0.0%,-,-55
2022 US Open R128,L vs Samsonova,12.1%,22.4%,45.8%,6.3%,25.0%,56.7%,43.8%,50.0%,75.0%,21.7%,21.7%,27.8%,0.0%,25.0%,0.0%,35
2022 ITF Olomouc F,W vs Gjorcheska,23.0%,27.9%,45.5%,28.2%,33.3%,50.0%,20.0%,84.2%,100.0%,15.8%,21.1%,37.5%,0.0%,90.0%,100.0%,38
Last 52 Weeks (4 matches),,16.9%,27.3%,45.7%,21.0%,33.5%,50.4%,20.9%,57.8%,42.9%,11.1%,18.9%,37.5%,13.5%,54.7%,50.0%,-6
Career (10 matches),,14.6%,21.8%,44.0%,16.9%,25.7%,48.1%,23.5%,52.5%,44.7%,13.9%,19.4%,35.5%,17.1%,48.0%,58.8%,13
