Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
4,Ashlyn Krueger [USA],2,2,50.0%,0,0,0,-,2023,2026,4,1.04,0.0%,5.0%,60.4%,59.0%,52.3%,56.3%,45.4%,63.3%,47.8%
4,Leyre Romero Gormaz [ESP],4,0,100.0%,0,0,0,-,2021,2025,2,1.19,0.7%,4.7%,68.0%,64.7%,35.4%,55.3%,53.1%,50.0%,46.2%
4,Leolia Jeanjean [FRA],3,1,75.0%,1,1,0,100.0%,2023,2025,3,1.32,1.6%,3.8%,74.2%,63.7%,40.4%,57.7%,55.7%,41.2%,58.1%
3,Panna Udvardy [HUN],2,1,66.7%,2,1,1,50.0%,2023,2026,3,1.02,0.8%,1.7%,70.8%,63.5%,40.0%,56.7%,44.4%,52.0%,40.0%
3,Eva Vedder [NED],3,0,100.0%,0,0,0,-,2023,2025,1,1.36,0.0%,6.6%,72.1%,63.6%,52.9%,60.7%,53.3%,66.7%,50.0%
3,Nuria Brancaccio [ITA],2,1,66.7%,1,0,1,0.0%,2022,2025,2,1.03,0.0%,2.7%,77.9%,52.8%,40.0%,50.0%,51.4%,60.0%,63.0%
3,Dominika Salkova [CZE],1,2,33.3%,2,1,1,50.0%,2021,2025,1,0.91,0.8%,5.0%,76.9%,58.1%,25.0%,50.4%,45.0%,60.0%,38.9%
3,Maria Lourdes Carle [ARG],1,2,33.3%,0,0,0,-,2022,2025,2,0.63,0.0%,4.8%,78.8%,40.2%,45.5%,41.3%,37.0%,35.3%,18.2%
3,Ekaterina Makarova [RUS],3,0,100.0%,1,1,0,100.0%,2021,2024,1,1.07,0.0%,3.1%,72.4%,62.0%,33.3%,54.1%,49.1%,41.7%,53.3%
3,Diane Parry [FRA],3,0,100.0%,0,0,0,-,2021,2023,1,1.72,1.9%,3.7%,68.5%,67.6%,64.7%,66.7%,57.4%,83.3%,33.3%
2,Talia Gibson [AUS],0,2,0.0%,0,0,0,-,2022,2026,1,0.52,0.0%,17.1%,37.1%,38.5%,18.2%,25.7%,38.6%,0.0%,11.1%
2,Zeynep Sonmez [TUR],1,1,50.0%,0,0,0,-,2021,2026,1,1.58,5.4%,5.4%,78.4%,62.1%,75.0%,64.9%,55.6%,75.0%,50.0%
2,Selena Janicijevic [FRA],1,1,50.0%,0,0,0,-,2022,2025,1,1.55,0.0%,1.8%,76.8%,60.5%,53.8%,58.9%,63.8%,50.0%,75.0%
2,Lola Radivojevic [SRB],1,1,50.0%,2,1,1,50.0%,2023,2025,1,1.12,0.0%,0.9%,83.3%,52.6%,63.2%,54.4%,51.2%,66.7%,30.8%
2,Ekaterine Gorgodze [GEO],2,0,100.0%,0,0,0,-,2023,2025,2,1.69,2.9%,3.9%,67.0%,66.7%,64.7%,66.0%,57.4%,90.0%,58.8%
