Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,339,184,155,54.3%,477-413,53.6%,4447-4147,51.7%,64-69,48.1%,315,77.5%,25.9%,6.8%,5.3%,57.2%,71.5%,50.9%,62.7%,39.2%,50.8%,1.05
Clay,248,133,115,53.6%,328-298,52.4%,3087-3013,50.6%,49-38,56.3%,230,72.7%,28.3%,5.4%,5.5%,55.5%,69.9%,48.3%,60.3%,40.6%,50.4%,1.02
Grass,25,6,19,24.0%,22-50,30.6%,308-379,44.8%,1-4,20.0%,24,73.5%,17.9%,5.7%,5.0%,58.1%,69.7%,48.4%,60.7%,35.9%,48.1%,0.91
Carpet,67,38,29,56.7%,90-84,51.7%,864-828,51.1%,14-16,46.7%,57,81.2%,21.5%,9.2%,4.3%,57.7%,76.0%,50.0%,65.0%,36.7%,50.8%,1.05
Grand Slams,102,54,48,52.9%,189-186,50.4%,1833-1796,50.5%,27-24,52.9%,101,74.6%,26.8%,6.2%,5.1%,57.6%,71.5%,48.1%,61.6%,39.6%,50.4%,1.03
Masters,142,65,77,45.8%,156-177,46.8%,1576-1661,48.7%,28-26,51.9%,142,73.1%,24.5%,5.8%,5.4%,56.7%,68.8%,49.2%,60.3%,38.5%,49.4%,0.97
Other Tours,393,214,179,54.5%,483-423,53.3%,4541-4242,51.7%,63-70,47.4%,383,77.6%,26.2%,6.9%,5.3%,56.3%,72.1%,50.6%,62.7%,39.5%,51.0%,1.06
Best of 5,141,80,61,56.7%,273-244,52.8%,2551-2445,51.1%,36-32,52.9%,103,74.4%,26.5%,6.2%,5.1%,57.5%,71.4%,48.0%,61.4%,39.5%,50.3%,1.02
Best of 3,538,281,257,52.2%,644-601,51.7%,6155-5922,51.0%,92-95,49.2%,523,76.4%,25.8%,6.6%,5.3%,56.4%,71.2%,50.3%,62.1%,39.3%,50.6%,1.04
Finals,14,7,7,50.0%,16-19,45.7%,163-167,49.4%,1-2,33.3%,14,75.6%,24.5%,5.8%,5.2%,61.7%,70.1%,44.2%,60.2%,39.4%,49.7%,0.99
Semi-finals,34,13,21,38.2%,31-45,40.8%,365-379,49.1%,4-10,28.6%,34,77.2%,22.1%,6.0%,4.8%,58.9%,69.3%,50.2%,61.5%,37.4%,49.5%,0.97
Quarter-finals,64,34,30,53.1%,78-81,49.1%,770-772,49.9%,11-14,44.0%,64,75.0%,25.0%,5.7%,5.0%,56.7%,72.1%,48.3%,61.8%,38.8%,50.3%,1.01
vs Righties,594,310,284,52.2%,793-755,51.2%,7603-7394,50.7%,114-113,50.2%,549,75.5%,26.0%,6.5%,5.2%,56.7%,71.1%,49.6%,61.8%,39.3%,50.4%,1.03
vs Lefties,84,50,34,59.5%,121-90,57.3%,1085-963,53.0%,14-14,50.0%,77,79.0%,25.9%,6.5%,5.4%,56.8%,72.3%,51.2%,63.2%,39.5%,51.1%,1.07
vs Top 10,84,33,51,39.3%,98-136,41.9%,1028-1193,46.3%,18-15,54.5%,73,71.4%,20.8%,5.6%,5.1%,56.7%,69.4%,46.4%,59.4%,36.7%,48.0%,0.90
