Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,37,25,12,67.6%,17,8,9,47.1%,1997,2009,QF,33,1.10,6.7%,5.2%,57.9%,72.6%,48.9%,62.6%,41.1%,53.5%,42.4%
Roland Garros,14,Clay,29,15,14,51.7%,16,9,7,56.3%,1997,2010,SF,26,1.01,5.3%,4.5%,57.1%,69.6%,48.8%,60.7%,39.6%,61.6%,40.7%
Wimbledon,14,Grass,19,5,14,26.3%,6,2,4,33.3%,1997,2010,R32,17,0.88,6.3%,4.8%,58.8%,70.5%,46.9%,60.8%,34.5%,52.8%,35.0%
US Open,13,Hard,28,15,13,53.6%,15,9,6,60.0%,1997,2009,QF,27,1.05,6.4%,5.8%,57.0%,72.0%,46.8%,61.2%,40.7%,55.6%,48.1%
Olympics,3,,5,2,3,40.0%,2,0,2,0.0%,2000,2008,R32,2,0.97,3.1%,7.3%,58.6%,66.1%,45.6%,57.6%,41.2%,62.5%,47.4%
Davis Cup,14,,42,28,14,66.7%,17,10,7,58.8%,1996,2009,,0,,,,,,,,,,
Miami Masters,12,Hard,27,15,12,55.6%,9,5,4,55.6%,1997,2008,QF,27,1.04,5.5%,6.1%,57.6%,67.7%,51.5%,60.8%,40.6%,57.9%,44.9%
Auckland,11,Hard,30,21,9,70.0%,7,3,4,42.9%,1998,2012,W,29,1.12,6.0%,5.9%,58.4%,72.1%,53.6%,64.4%,39.9%,66.7%,38.0%
Monte Carlo Masters,10,Clay,18,8,10,44.4%,6,3,3,50.0%,1997,2007,F,18,0.96,4.6%,5.5%,56.0%,65.6%,46.1%,57.0%,41.2%,51.0%,46.2%
Hamburg Masters,10,Clay,14,4,10,28.6%,5,3,2,60.0%,1997,2007,R16,14,0.84,3.9%,5.7%,54.8%,65.8%,44.6%,56.2%,36.9%,53.0%,35.7%
Indian Wells Masters,10,Hard,13,3,10,23.1%,4,1,3,25.0%,1997,2007,R32,13,0.89,4.9%,4.9%,60.4%,68.1%,51.1%,61.4%,34.5%,62.5%,32.9%
Barcelona,9,Clay,20,11,9,55.0%,6,4,2,66.7%,1997,2006,QF,20,1.02,5.5%,4.4%,56.7%,68.2%,48.8%,59.8%,40.8%,52.8%,49.2%
