Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,5,2,3,40.0%,5-7,41.7%,45-60,42.9%,1-0,100.0%,5,69.2%,15.4%,2.9%,3.6%,59.1%,62.6%,53.5%,58.9%,35.6%,47.6%,0.87,QF (Bengaluru)
2025,25,16,9,64.0%,33-23,58.9%,283-258,52.3%,9-3,75.0%,25,74.0%,29.1%,4.3%,5.1%,56.8%,68.6%,49.3%,60.3%,41.9%,51.1%,1.05,W (Augsburg)
2023,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,2.1%,0.0%,55.3%,46.2%,42.9%,44.7%,12.1%,31.3%,0.22,R32 (Tenerife 2)
2022,41,22,19,53.7%,49-44,52.7%,463-436,51.5%,5-8,38.5%,40,73.4%,30.2%,4.6%,4.2%,60.6%,67.6%,49.6%,60.6%,42.0%,51.0%,1.06,W (Como)
2021,14,7,7,50.0%,13-16,44.8%,134-134,50.0%,1-4,20.0%,14,69.9%,31.4%,3.1%,4.8%,62.0%,63.3%,48.3%,57.6%,42.4%,49.8%,1.00,QF (3x)
2020,22,16,6,72.7%,36-15,70.6%,275-212,56.5%,4-1,80.0%,22,77.8%,35.0%,5.7%,3.3%,62.3%,69.6%,52.3%,63.1%,43.6%,52.8%,1.18,W (Parma)
2019,13,7,6,53.8%,13-13,50.0%,131-121,52.0%,0-3,0.0%,13,77.2%,27.6%,3.8%,2.8%,58.0%,67.9%,50.7%,60.7%,40.2%,50.2%,1.02,QF (Hamburg)
2017,39,29,10,74.4%,61-28,68.5%,482-375,56.2%,9-4,69.2%,39,74.2%,37.6%,3.1%,3.8%,58.8%,65.7%,52.2%,60.1%,44.8%,52.5%,1.12,W (3x)
2016,11,6,5,54.5%,15-11,57.7%,141-115,55.1%,0-2,0.0%,11,78.0%,32.6%,4.9%,1.4%,59.9%,68.1%,55.7%,63.1%,42.0%,52.0%,1.14,QF (2x)
2013,32,19,13,59.4%,42-30,58.3%,358-295,54.8%,0-4,0.0%,32,70.5%,39.1%,4.0%,3.7%,64.7%,65.0%,51.6%,60.2%,44.9%,52.5%,1.13,W (Meknes)
2012,6,4,2,66.7%,8-5,61.5%,72-65,52.6%,2-1,66.7%,6,81.3%,21.4%,3.9%,3.7%,63.8%,71.2%,52.6%,64.5%,38.2%,51.5%,1.07,SF (Heilbronn)
2011,47,34,13,72.3%,72-36,66.7%,578-471,55.1%,12-6,66.7%,42,76.5%,32.8%,5.4%,4.5%,60.7%,69.8%,50.5%,62.2%,42.8%,52.4%,1.13,W (3x)
2010,11,5,6,45.5%,11-13,45.8%,116-126,47.9%,2-2,50.0%,11,70.8%,24.6%,4.5%,5.4%,61.7%,66.6%,50.5%,60.4%,38.0%,49.4%,0.96,F (Oberstaufen)
2009,4,0,4,0.0%,0-8,0.0%,26-50,34.2%,0-0,-,0,,,,,,,,,,,,R32 (4x)
2008,2,1,1,50.0%,2-3,40.0%,21-25,45.7%,0-0,-,0,,,,,,,,,,,,R16 (Braunschweig)
Career,273,168,105,61.5%,360-254,58.6%,3127-2755,53.2%,45-38,54.2%,261,74.2%,32.3%,4.3%,4.0%,60.6%,67.4%,51.0%,60.9%,42.5%,51.6%,1.09,
