Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),325,154,214,1556,199,1523,169,1545,,,,,,
2025,347,142,192,1575,171,1549,160,1554,,,,,,
2022,203,270,199,1552,160,1552,189,1514,157,1483,,,,
2021,227,282,164,1593,141,1573,142,1568,153,1504,,,,
2020,126,529,87,1702,72,1677,87,1647,,,,,,
2019,165,307,93,1707,99,1658,71,1685,110,1576,,,,
2018,507,10,,,,,,,,,,,,
2017,82,651,48,1806,59,1714,40,1777,,,,,,
2016,470,84,168,1579,173,1531,129,1584,120,1538,1042,25,,
2015,1332,4,,,,,,,,,,,,
2013,167,312,146,1615,146,1560,119,1599,103,1578,1144,18,,
2012,177,295,116,1660,138,1575,96,1650,89,1600,560,90,,
2011,81,652,80,1724,73,1687,80,1669,54,1663,663,60,,
2010,375,108,320,1390,313,1336,299,1357,,,685,53,,
2009,604,40,,,,,,,,,1051,17,,
2008,785,19,,,,,,,,,1643,4,,
