Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,10,3,7,30.0%,1,1,0,100.0%,2012,2023,R128,9,0.86,3.2%,4.7%,61.9%,64.5%,46.3%,57.5%,36.7%,56.0%,33.8%
Roland Garros,8,Clay,13,5,8,38.5%,3,2,1,66.7%,2011,2022,R64,12,0.94,2.8%,3.7%,66.2%,62.7%,43.8%,56.3%,41.0%,54.3%,42.7%
Wimbledon,7,Grass,12,5,7,41.7%,5,2,3,40.0%,2011,2022,R128,6,0.82,3.0%,3.6%,62.3%,61.4%,47.1%,56.0%,36.1%,55.9%,22.9%
US Open,7,Hard,13,6,7,46.2%,3,1,2,33.3%,2011,2021,R64,9,0.93,5.7%,5.5%,59.0%,66.7%,45.0%,57.8%,39.4%,47.3%,45.8%
Davis Cup,2,,4,3,1,75.0%,2,1,1,50.0%,2012,2017,,1,1.20,4.5%,4.5%,64.5%,60.6%,48.7%,56.4%,52.3%,68.8%,50.0%
Miami Masters,3,Hard,4,1,3,25.0%,2,1,1,50.0%,2012,2022,R64,4,0.89,2.0%,5.1%,63.8%,61.0%,43.4%,54.6%,40.2%,50.0%,35.5%
Acapulco,2,Hard,3,1,2,33.3%,0,0,0,-,2021,2022,Q2,3,1.12,4.0%,5.2%,64.3%,62.5%,48.3%,57.4%,47.5%,68.8%,35.0%
Delray Beach,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2020,2022,R16,3,0.94,8.4%,3.0%,57.1%,69.0%,58.6%,64.5%,33.2%,66.7%,19.0%
Halle,4,Grass,9,5,4,55.6%,3,2,1,66.7%,2011,2021,R16,9,1.02,5.3%,3.2%,66.7%,68.1%,49.4%,61.9%,38.8%,62.5%,33.8%
Geneva,2,Clay,6,3,3,50.0%,2,1,1,50.0%,2017,2021,QF,6,1.01,3.2%,3.5%,64.6%,62.5%,51.6%,58.7%,41.9%,48.0%,46.9%
Munich,7,Clay,16,9,7,56.3%,6,3,3,50.0%,2009,2021,R32,14,1.01,2.9%,2.6%,65.3%,62.5%,49.6%,58.0%,42.5%,53.3%,49.0%
