Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2021 Australian Open R128,L vs Auger Aliassime,8% (1/13),100% (1/1),0/6,54% (7/13),14% (1/7),0/1,0/0,0/0,0/0,0/0
2020 Australian Open R128,L vs Paire,43% (10/23),30% (3/10),0/6,39% (9/23),22% (2/9),2/3,1/1,0/1,0/0,0/1
2019 Hamburg CH QF,L vs Van De Zandschulp,30% (3/10),67% (2/3),1/5,60% (6/10),17% (1/6),1/2,0/1,0/0,0/0,0/0
2019 US Open R64,L vs Cilic,25% (5/20),60% (3/5),0/5,30% (6/20),0% (0/6),3/3,1/1,1/2,0/0,0/1
2019 US Open R128,W vs Krajinovic,43% (9/21),89% (8/9),2/6,40% (8/20),25% (2/8),5/6,0/1,2/2,0/0,0/0
2019 Gstaad SF,W vs Sousa,58% (7/12),100% (7/7),2/4,42% (5/12),20% (1/5),5/7,2/2,0/0,1/1,0/0
2019 Gstaad R16,W vs Vesely,33% (5/15),40% (2/5),0/2,19% (3/16),33% (1/3),2/2,1/2,2/2,1/1,0/0
2019 Gstaad R32,W vs Moutet,40% (4/10),100% (4/4),1/2,30% (3/10),33% (1/3),3/4,2/2,0/0,1/1,0/0
2019 Umag R32,L vs Vesely,29% (5/17),80% (4/5),1/3,28% (5/18),40% (2/5),4/4,1/2,4/5,0/0,3/4
2019 Wimbledon R128,L vs Opelka,15% (2/13),50% (1/2),0/4,47% (7/15),14% (1/7),1/1,0/0,2/4,0/0,0/1
2019 M15 Kaltenkirchen R16,W vs Grills,44% (7/16),86% (6/7),1/3,41% (7/17),29% (2/7),3/5,1/1,1/1,1/1,0/0
2019 Roland Garros R128,L vs Khachanov,17% (2/12),0% (0/2),0/5,58% (7/12),14% (1/7),0/0,0/0,2/3,0/0,1/1
2019 Munich Q1,L vs Istomin,64% (7/11),71% (5/7),4/6,70% (7/10),14% (1/7),2/4,0/0,2/2,0/0,1/1
2019 Marrakech R32,L vs Tsonga,11% (1/9),0% (0/1),0/2,40% (4/10),25% (1/4),0/0,0/0,2/3,0/0,2/2
2018 Australian Open R128,L vs Marterer,17% (2/12),50% (1/2),1/5,69% (9/13),22% (2/9),1/1,0/0,0/2,0/0,0/1
2017 Sibiu CH SF,W vs Marterer,86% (6/7),100% (6/6),2/2,25% (2/8),0% (0/2),4/5,1/1,0/0,1/1,0/0
2017 US Open R64,L vs Dzumhur,31% (5/16),100% (5/5),3/10,65% (11/17),0% (0/11),1/4,0/1,0/1,0/0,0/1
2017 US Open R128,W vs Kicker,76% (13/17),46% (6/13),0/1,22% (4/18),75% (3/4),5/5,2/2,0/0,1/1,0/0
2017 Vancouver CH F,W vs Thompson,100% (6/6),100% (6/6),1/1,14% (1/7),0% (0/1),4/5,1/1,0/0,1/1,0/0
2017 Vancouver CH R16,W vs Millman,29% (5/17),100% (5/5),0/4,29% (5/17),20% (1/5),3/3,0/1,2/2,0/1,0/0
2021 (1 matches),,7.7%,100.0%,0.0%,53.8%,14.3%,0.0%,-,-,-,-
2020 (1 matches),,43.5%,30.0%,0.0%,39.1%,22.2%,66.7%,100.0%,0.0%,-,0.0%
2019 (12 matches),,34.3%,73.7%,25.5%,40.0%,20.6%,76.3%,66.7%,75.0%,100.0%,70.0%
2018 (1 matches),,16.7%,50.0%,20.0%,69.2%,22.2%,100.0%,-,0.0%,-,0.0%
2017 (26 matches),,49.3%,79.1%,41.7%,40.3%,23.5%,75.6%,85.0%,65.0%,92.3%,50.0%
Career (87 matches),,39.6%,73.2%,28.7%,41.8%,24.8%,72.3%,72.5%,64.2%,79.3%,56.9%
