Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,2,1,1,50.0%,2-3,40.0%,28-29,49.1%,1-2,33.3%,2,88.9%,11.1%,12.2%,3.3%,60.2%,81.7%,45.8%,67.4%,32.2%,49.9%,0.99,R16 (Dallas)
2021,5,1,4,20.0%,3-7,30.0%,37-53,41.1%,0-0,-,5,60.0%,22.4%,5.5%,3.6%,68.7%,65.4%,30.2%,54.4%,35.4%,45.0%,0.78,R32 (3x)
2020,5,2,3,40.0%,6-8,42.9%,62-70,47.0%,1-1,50.0%,5,76.9%,16.9%,7.4%,4.9%,58.8%,68.9%,53.4%,62.5%,36.4%,49.4%,0.97,R16 (2x)
2019,17,7,10,41.2%,17-28,37.8%,190-230,45.2%,3-4,42.9%,17,70.7%,19.8%,4.5%,3.6%,62.3%,67.6%,48.8%,60.5%,35.6%,48.0%,0.90,F (Gstaad)
2018,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,2,41.2%,6.7%,0.9%,7.1%,62.5%,55.7%,33.3%,47.3%,29.7%,39.4%,0.56,R32 (Doha)
2017,12,6,6,50.0%,17-16,51.5%,151-141,51.7%,1-1,50.0%,12,64.2%,37.5%,4.5%,3.7%,61.7%,62.7%,45.7%,56.2%,43.3%,49.8%,0.99,QF (Geneva)
2016,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,50.0%,20.0%,1.7%,5.0%,66.7%,50.0%,55.0%,51.7%,41.8%,46.5%,0.86,R32 (Munich)
2013,3,1,2,33.3%,2-5,28.6%,27-36,42.9%,0-0,-,3,71.0%,15.6%,4.4%,1.6%,67.2%,60.2%,55.0%,58.5%,35.9%,46.4%,0.86,R16 (Halle)
2012,27,10,17,37.0%,29-43,40.3%,319-366,46.6%,3-2,60.0%,24,69.1%,21.4%,4.4%,3.7%,61.0%,64.4%,47.5%,57.8%,37.3%,47.8%,0.89,QF (Stuttgart)
2011,8,4,4,50.0%,9-10,47.4%,90-96,48.4%,2-1,66.7%,8,63.0%,33.0%,3.6%,4.2%,57.5%,62.6%,44.4%,54.9%,42.3%,48.7%,0.94,QF (Stuttgart)
Career,82,32,50,39.0%,85-126,40.3%,919-1058,46.5%,11-11,50.0%,79,68.1%,23.7%,4.8%,3.8%,61.5%,65.0%,46.8%,58.0%,38.0%,48.1%,0.90,
