Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,41,15,26,36.6%,40-59,40.4%,433-489,47.0%,3-5,37.5%,41,60.8%,33.5%,2.0%,4.9%,61.5%,60.4%,45.9%,54.8%,42.8%,48.8%,0.95
Clay,2,0,2,0.0%,1-4,20.0%,18-31,36.7%,1-0,100.0%,2,37.5%,33.3%,0.0%,3.1%,69.6%,50.9%,34.7%,46.0%,41.2%,43.6%,0.76
Grass,4,2,2,50.0%,5-5,50.0%,49-46,51.6%,0-1,0.0%,4,74.5%,29.8%,3.1%,6.0%,55.8%,67.4%,45.4%,57.7%,40.3%,49.3%,0.95
Grand Slams,8,4,4,50.0%,10-10,50.0%,94-87,51.9%,0-1,0.0%,8,64.8%,38.2%,2.3%,5.0%,61.1%,62.2%,46.6%,56.1%,45.5%,50.9%,1.04
Premiers,5,1,4,20.0%,2-8,20.0%,36-55,39.6%,0-1,0.0%,5,55.6%,24.4%,2.9%,5.2%,59.5%,56.0%,41.6%,50.2%,37.2%,44.0%,0.75
Internationals,23,8,15,34.8%,22-34,39.3%,247-286,46.3%,2-3,40.0%,23,58.1%,35.1%,1.8%,5.3%,58.4%,59.3%,46.2%,53.8%,43.2%,48.4%,0.94
Semi-finals,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-0,-,1,44.4%,20.0%,0.0%,10.7%,58.9%,57.6%,30.4%,46.4%,32.7%,39.8%,0.61
Quarter-finals,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,0.0%,0.0%,45.8%,63.6%,38.5%,50.0%,27.7%,38.9%,0.55
vs Righties,45,16,29,35.6%,43-65,39.8%,474-536,46.9%,3-6,33.3%,45,61.8%,32.4%,2.1%,5.2%,60.6%,60.8%,46.1%,55.0%,42.2%,48.6%,0.94
vs Lefties,1,0,1,0.0%,1-2,33.3%,11-18,37.9%,1-0,100.0%,1,21.4%,50.0%,0.0%,1.1%,75.5%,45.1%,17.4%,38.3%,48.9%,43.5%,0.79
vs Top 10,3,0,3,0.0%,0-6,0.0%,14-37,27.5%,0-0,-,3,41.7%,11.1%,1.5%,5.1%,61.2%,53.3%,38.2%,47.4%,27.1%,39.0%,0.52
