Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,11,6,5,54.5%,2,2,0,100.0%,2022,2026,R32,11,1.06,1.9%,3.8%,67.4%,59.3%,47.1%,55.3%,47.2%,52.6%,49.5%
Roland Garros,4,Clay,7,3,4,42.9%,4,2,2,50.0%,2022,2025,Q3,7,0.99,0.3%,5.0%,66.1%,59.0%,37.6%,51.7%,47.8%,48.1%,51.4%
Wimbledon,3,Grass,8,5,3,62.5%,6,3,3,50.0%,2023,2025,R64,8,1.00,2.2%,3.9%,60.1%,61.3%,51.0%,57.2%,42.7%,53.2%,40.2%
US Open,3,Hard,6,3,3,50.0%,1,0,1,0.0%,2022,2025,R64,6,1.06,3.7%,5.4%,58.4%,61.6%,50.0%,56.8%,46.0%,62.3%,48.0%
Indian Wells,2,Hard,5,3,2,60.0%,1,1,0,100.0%,2025,2026,R64,5,1.06,0.0%,3.1%,74.6%,58.4%,48.1%,55.8%,46.7%,42.4%,42.6%
Austin,2,Hard,5,3,2,60.0%,1,1,0,100.0%,2025,2026,R16,5,1.09,1.1%,1.4%,67.1%,64.6%,43.1%,57.5%,46.4%,40.6%,49.0%
Dubai,2,Hard,6,3,3,50.0%,3,2,1,66.7%,2025,2026,R32,6,1.05,3.0%,3.6%,67.4%,63.3%,52.3%,59.7%,42.5%,63.0%,41.2%
Doha,2,Hard,4,2,2,50.0%,1,1,0,100.0%,2025,2026,R64,4,0.98,2.1%,5.1%,63.1%,63.2%,44.4%,56.3%,42.7%,56.4%,48.6%
Cluj-Napoca,2,Hard,4,2,2,50.0%,0,0,0,-,2025,2026,R16,4,1.08,3.1%,4.5%,66.4%,56.3%,55.7%,56.1%,47.3%,60.5%,44.4%
Paris 125,3,Clay,4,1,3,25.0%,1,0,1,0.0%,2022,2025,R16,4,0.92,2.0%,6.6%,61.1%,58.7%,48.7%,54.8%,41.6%,68.8%,44.4%
