Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
30-Sep-2024,M25 Nevers,Hard,QF,,656,(7) Antoine Hoang [FRA] d. (Q) Tatlot,W/O,,,,,,,,
30-Sep-2024,M25 Nevers,Hard,R16,,1501,(Q) Tatlot d. (WC) Thomas Faurel [FRA],6-1 6-2,,,,,,,,
30-Sep-2024,M25 Nevers,Hard,R32,,544,(Q) Tatlot d. (4) Nikolay Vylegzhanin [RUS],3-6 6-4 7-5,,,,,,,,
13-Feb-2023,Cherbourg CH,Hard,R32,1160,575,Gabriel Debru [FRA] d. (Q) Tatlot,7-6(5) 6-4,0.84,0.0%,4.2%,73.2%,65.4%,42.1%,4/7,1:33
13-Feb-2023,Cherbourg CH,Hard,Q2,1160,323,(WC) Tatlot d. (6) Evgeny Donskoy [RUS],7-6(4) 2-6 6-3,1.09,5.5%,1.1%,73.6%,68.7%,66.7%,1/4,2:06
13-Feb-2023,Cherbourg CH,Hard,Q1,1160,369,(WC) Tatlot d. (10) Sergey Fomin [UZB],6-1 6-4,1.55,6.6%,1.6%,72.1%,77.3%,52.9%,6/6,1:04
23-Jan-2023,Quimper CH,Hard,R32,1720,217,(LL) Evan Furness [FRA] d. (Q) Tatlot,3-6 6-4 6-3,0.83,1.0%,1.0%,75.8%,61.3%,50.0%,5/9,2:03
23-Jan-2023,Quimper CH,Hard,Q2,1720,204,(WC) Tatlot d. (1) Nick Hardt [DOM],6-1 6-3,2.32,4.9%,2.4%,73.2%,83.3%,63.6%,0/0,1:06
23-Jan-2023,Quimper CH,Hard,Q1,1720,356,(WC) Tatlot d. (9) Christian Harrison [USA],6-4 6-4,1.31,3.4%,3.4%,72.9%,74.4%,62.5%,1/1,1:33
18-Apr-2022,M25 Angers,Clay,R16,807,409,(5) Oscar Jose Gutierrez [BRA] d. Tatlot,7-6(5) 6-0,,,,,,,,
18-Apr-2022,M25 Angers,Clay,R32,807,760,Tatlot d. Timo Legout [FRA],6-4 7-5,,,,,,,,
21-Mar-2022,M25 Toulouse-Balma,Hard,R32,689,446,(3) Harold Mayot [FRA] d. Tatlot,3-6 6-3 6-0,,,,,,,,
13-Sep-2021,M25+H Plaisir,Hard,R32,599,604,Arthur Reymond [FRA] d. Tatlot,2-6 7-6(4) 7-6(0),,,,,,,,
14-Jun-2021,M15 Genova,Clay,QF,560,480,(4) Giovanni Fonio [ITA] d. (6) Tatlot,6-1 7-6(3),,,,,,,,
14-Jun-2021,M15 Genova,Clay,R16,560,1233,(6) Tatlot d. (Q) Leopold Zima [GER],6-0 6-2,,,,,,,,
14-Jun-2021,M15 Genova,Clay,R32,560,788,(6) Tatlot d. (Q) Juan Bautista Otegui [ARG],6-1 6-4,,,,,,,,
10-May-2021,M15 Valldoreix,Clay,R16,514,505,(Q) Alvaro Lopez San Martin [ESP] d. Tatlot,6-1 6-1,,,,,,,,
10-May-2021,M15 Valldoreix,Clay,R32,514,1036,Tatlot d. (JE) Timo Legout [FRA],6-1 6-3,,,,,,,,
19-Apr-2021,M25 Angers,Clay,R32,516,334,(3) Corentin Denolly [FRA] d. Tatlot,6-2 6-7(5) 7-6(7),,,,,,,,
12-Apr-2021,M25 Reus,Clay,QF,508,408,(6) Matteo Martineau [FRA] d. Tatlot,5-7 6-1 6-1,,,,,,,,
12-Apr-2021,M25 Reus,Clay,R16,508,336,Tatlot d. (2) Javier Barranco Cosano [ESP],2-6 6-0 7-6(5),,,,,,,,
12-Apr-2021,M25 Reus,Clay,R32,508,624,Tatlot d. (WC) Pedro Vives Marcos [ESP],6-4 6-0,,,,,,,,
