Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Meerbusch CH R64,L vs Maamoun,44% (4/9),33% (1/3),0/0,0/0,40% (2/5),0/2,0/1,- (0/0),- (0/0)
2019 Aix En Provence CH R64,L vs Arevalo,44% (4/9),27% (3/11),0/0,0/0,50% (6/12),0/2,0/1,- (0/0),- (0/0)
2019 Bordeaux CH R32,L vs Barrere,86% (6/7),18% (2/11),0/0,0/0,56% (5/9),2/4,2/3,50% (3/6),20% (1/5)
2019 Bordeaux CH R64,W vs Darcis,53% (9/17),50% (3/6),2/4,1/1,50% (2/4),1/1,0/0,80% (4/5),60% (3/5)
2019 Francavilla Al Mare CH R64,L vs Ocleppo,53% (8/15),50% (3/6),1/1,0/0,58% (7/12),0/2,0/1,- (0/0),- (0/0)
2019 Tunis CH R32,W vs Bagnis,47% (9/19),27% (3/11),2/2,1/1,75% (3/4),2/2,0/0,75% (3/4),100% (4/4)
2019 Tunis CH R64,W vs Sakharov,79% (11/14),70% (7/10),2/2,1/1,56% (5/9),0/1,0/0,17% (1/6),60% (3/5)
2019 Murcia CH R64,L vs Zapata Miralles,56% (5/9),40% (4/10),1/1,0/0,0% (0/6),1/3,0/1,- (0/0),- (0/0)
2019 Sophia Antipolis CH R64,W vs Viola,100% (6/6),43% (6/14),2/2,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2019 St. Brieuc CH R32,L vs Horansky,71% (12/17),63% (5/8),1/1,0/0,17% (1/6),3/5,3/4,71% (5/7),14% (1/7)
2019 St. Brieuc CH R64,W vs Vatutin,67% (6/9),60% (6/10),2/2,1/1,33% (2/6),0/0,0/0,- (0/0),- (0/0)
2019 Lille CH R16,L vs Kamke,63% (5/8),14% (1/7),0/0,0/0,56% (5/9),2/4,1/2,- (0/0),- (0/0)
2019 Lille CH R32,W vs Novak,67% (8/12),44% (4/9),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Columbus CH R32,L vs Couacaud,44% (4/9),13% (1/8),0/0,0/0,33% (2/6),0/2,0/1,- (0/0),- (0/0)
2019 Orlando CH R16,L vs King,44% (4/9),22% (2/9),0/0,0/0,29% (2/7),4/6,4/5,- (0/0),- (0/0)
2019 Orlando CH R32,W vs Sarkissian,67% (8/12),63% (5/8),2/3,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2018 Shenzhen CH R16,L vs Kavcic,100% (1/1),40% (2/5),0/0,0/0,46% (6/13),2/4,0/1,- (0/0),- (0/0)
2018 Liuzhou CH R32,L vs Gunneswaran,58% (7/12),50% (2/4),0/0,0/0,20% (1/5),3/5,3/4,- (0/0),- (0/0)
2018 Florence  CH R32,L vs Sonego,71% (5/7),25% (1/4),0/0,0/0,43% (3/7),1/3,0/1,- (0/0),- (0/0)
2018 Banja Luka CH SF,L vs Berlocq,57% (4/7),20% (2/10),0/0,0/0,58% (7/12),0/2,0/1,- (0/0),- (0/0)
2019 (16 matches),,60.2%,39.7%,85.0%,87.5%,43.6%,44.1%,52.6%,57.1%,46.2%
2018 (9 matches),,63.2%,36.8%,50.0%,25.0%,41.2%,34.6%,38.5%,60.0%,80.0%
2017 (1 matches),,76.9%,66.7%,100.0%,100.0%,66.7%,-,-,83.3%,40.0%
2015 (2 matches),,58.8%,50.0%,-,-,59.1%,20.0%,0.0%,-,-
2013 (1 matches),,78.6%,50.0%,50.0%,-,54.5%,66.7%,75.0%,-,-
Career (29 matches),,62.5%,40.0%,76.7%,69.2%,45.0%,40.8%,47.4%,61.4%,53.7%
