Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2003 St Petersburg QF,W vs Grosjean,4.4,4.9,3.9,49.5%,54.3%,36.8%,60.0%,46.9%,33.9%,3.5,2.5,-5.5,-5.2
2002 Roland Garros SF,L vs Costa,4.5,4.5,4.4,42.1%,46.2%,57.1%,61.9%,50.5%,25.2%,6.5,3.0,-3.5,-2.1
2002 Rome R64,L vs Galimberti,4.7,4.9,4.5,50.6%,50.0%,38.9%,38.9%,43.8%,18.3%,-1.0,-0.8,-4.0,-3.0
2001 Roland Garros F,L vs Kuerten,5.3,6.1,4.5,41.6%,50.0%,51.3%,35.3%,46.6%,21.3%,-2.0,-0.8,-2.5,-1.1
2001 Roland Garros SF,W vs Grosjean,5.3,5.3,5.3,46.8%,66.7%,50.0%,53.3%,50.4%,21.4%,18.0,7.8,9.0,4.9
2001 Roland Garros QF,W vs Federer,5.4,6.1,4.4,53.1%,43.7%,58.3%,60.7%,47.4%,21.1%,2.0,0.8,5.0,2.3
2001 Rome R16,W vs Hewitt,6.6,6.9,6.2,47.1%,51.5%,50.0%,65.0%,46.4%,6.3%,5.5,2.6,14.0,5.8
2001 Rome QF,L vs Kuerten,4.9,5.3,4.2,56.6%,15.2%,41.7%,50.0%,49.3%,24.3%,-5.0,-4.8,-6.5,-7.9
2001 Rome R64,W vs Moya,5.0,5.3,4.6,48.9%,47.6%,74.3%,60.0%,57.1%,26.1%,20.0,8.5,1.5,1.1
2001 Miami R16,L vs Rafter,3.0,3.9,2.1,43.5%,43.5%,60.0%,40.0%,36.1%,15.3%,5.0,10.9,-5.5,-7.7
2000 Washington F,W vs Agassi,3.9,3.8,4.1,63.9%,48.4%,50.0%,70.0%,43.5%,33.3%,-2.0,-2.9,3.5,5.6
2000 Roland Garros R16,W vs Federer,4.5,4.5,4.5,50.4%,69.8%,42.9%,50.0%,46.7%,15.2%,19.0,9.7,0.5,0.3
2000 Rome SF,L vs Kuerten,4.4,4.4,4.4,39.7%,58.6%,50.0%,41.7%,47.7%,31.9%,5.0,5.2,7.0,9.3
2000 Indian Wells F,W vs Enqvist,3.8,4.1,3.5,55.1%,61.1%,52.0%,55.6%,47.9%,35.0%,11.5,11.0,9.0,10.5
2000 Indian Wells SF,W vs Lapentti,5.4,5.4,5.4,54.5%,69.2%,62.5%,63.2%,53.8%,33.0%,13.5,10.6,4.5,5.8
1999 Rome SF,L vs Kuerten,4.9,5.7,4.0,44.4%,40.7%,58.3%,26.3%,48.7%,23.3%,4.0,3.7,1.0,1.1
1998 Tour Finals F,W vs Moya,5.1,5.8,4.2,50.0%,53.9%,41.2%,46.4%,48.8%,31.9%,1.5,0.5,6.5,2.8
1998 Tour Finals SF,W vs Sampras,3.2,4.4,1.9,48.8%,63.9%,60.0%,50.0%,46.0%,24.6%,8.0,8.6,18.0,21.7
1998 Indianapolis F,W vs Agassi,3.6,4.1,3.1,56.5%,43.5%,60.0%,36.4%,45.4%,31.0%,-1.0,-1.1,0.5,0.7
1998 Roland Garros F,L vs Moya,5.0,5.5,4.4,45.7%,48.8%,40.9%,42.9%,51.4%,26.8%,4.5,2.4,-8.0,-6.0
Career (33 matches),,4.8,5.3,4.3,49.1%,50.6%,54.0%,49.1%,49.3%,26.0%,8.0,4.9,2.7,2.1
