Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2003 St Petersburg QF,W vs Grosjean,75.3%,41.4%,2.2%,2/0,2.42,6.3%,73.9%,47.1%,2.2%,2.27,12.5%,83.7%,36.1%,2.3%,2.56,0.0%
2002 Roland Garros SF,L vs Costa,81.5%,45.5%,2.4%,1/2,2.44,7.2%,81.8%,41.7%,2.3%,2.56,10.8%,82.9%,55.2%,2.9%,2.20,0.0%
2002 Rome R64,L vs Galimberti,71.2%,46.2%,4.1%,1/2,2.38,33.9%,69.4%,44.1%,2.0%,2.24,61.3%,90.0%,50.0%,10.0%,2.50,6.5%
2001 Roland Garros F,L vs Kuerten,74.0%,48.4%,4.9%,2/4,1.87,6.8%,67.1%,49.0%,3.9%,1.81,13.7%,89.1%,48.8%,6.5%,1.93,0.0%
2001 Roland Garros SF,W vs Grosjean,82.9%,54.3%,2.7%,2/1,2.72,0.0%,78.3%,53.2%,0.0%,2.64,0.0%,93.8%,55.6%,6.3%,2.79,0.0%
2001 Roland Garros QF,W vs Federer,81.7%,48.2%,1.9%,1/1,1.94,36.7%,86.6%,44.8%,1.5%,1.89,36.6%,87.1%,55.6%,3.2%,2.05,36.8%
2001 Rome R16,W vs Hewitt,74.7%,50.0%,3.6%,3/0,2.27,4.2%,56.7%,29.4%,6.7%,1.98,10.3%,91.8%,57.8%,2.0%,2.45,0.0%
2001 Rome QF,L vs Kuerten,80.0%,25.0%,0.0%,0/0,2.21,8.1%,68.4%,30.8%,0.0%,2.13,18.5%,90.5%,21.1%,0.0%,2.26,0.0%
2001 Rome R64,W vs Moya,78.8%,53.7%,1.9%,1/1,1.89,7.0%,75.4%,50.0%,1.6%,1.73,11.1%,90.0%,58.3%,2.5%,2.00,4.0%
2001 Miami R16,L vs Rafter,50.8%,45.2%,4.9%,1/2,2.49,68.4%,64.7%,45.5%,2.9%,2.58,76.9%,45.0%,44.4%,10.0%,2.44,64.0%
2000 Washington F,W vs Agassi,82.0%,51.2%,12.0%,5/1,2.03,10.5%,82.1%,43.5%,7.1%,1.97,18.8%,100.0%,61.1%,22.2%,2.07,4.5%
2000 Roland Garros R16,W vs Federer,72.2%,53.8%,4.0%,4/1,2.27,30.7%,65.3%,44.7%,1.4%,2.42,70.0%,91.7%,63.6%,8.3%,2.17,4.4%
2000 Rome SF,L vs Kuerten,72.9%,47.1%,4.3%,0/3,2.35,10.8%,63.2%,33.3%,5.3%,2.07,26.7%,87.1%,59.3%,3.2%,2.55,0.0%
2000 Indian Wells F,W vs Enqvist,71.0%,47.9%,4.0%,1/3,2.45,4.3%,66.7%,52.6%,0.0%,2.19,5.9%,91.7%,42.4%,11.1%,2.60,3.3%
2000 Indian Wells SF,W vs Lapentti,75.4%,60.5%,3.5%,0/2,2.32,29.0%,60.0%,47.6%,2.9%,2.83,66.7%,100.0%,72.7%,4.5%,2.00,5.3%
1999 Rome SF,L vs Kuerten,66.7%,50.0%,10.5%,4/2,2.25,7.4%,55.9%,42.1%,8.8%,2.36,18.2%,86.4%,57.9%,13.6%,2.17,0.0%
1998 Tour Finals F,W vs Moya,66.4%,48.4%,2.1%,1/2,1.85,11.1%,59.7%,37.0%,2.6%,1.92,21.1%,84.5%,59.2%,1.7%,1.76,0.0%
1998 Tour Finals SF,W vs Sampras,45.5%,50.0%,0.0%,0/0,2.38,55.2%,30.2%,38.5%,0.0%,2.34,74.2%,75.0%,55.6%,0.0%,2.42,38.9%
1998 Indianapolis F,W vs Agassi,53.5%,44.7%,2.8%,1/1,2.15,8.1%,69.4%,44.0%,5.6%,2.27,20.0%,81.3%,46.2%,0.0%,2.07,0.0%
1998 Roland Garros F,L vs Moya,70.8%,42.9%,3.4%,3/0,1.89,8.0%,66.0%,38.7%,2.1%,1.85,14.6%,86.5%,46.9%,5.4%,1.93,0.0%
Career (33 matches),,73.2%,48.2%,3.7%,58.5%,2.21,19.3%,69.9%,45.0%,3.0%,2.18,30.1%,87.6%,52.4%,5.2%,2.23,8.0%
