Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,237,133,104,56.1%,332-288,53.5%,3080-2974,50.9%,61-47,56.5%,228,78.1%,23.3%,5.6%,3.2%,56.9%,71.1%,52.3%,63.0%,38.6%,50.7%,1.04
Clay,441,292,149,66.2%,684-419,62.0%,5748-4762,54.7%,62-66,48.4%,425,76.0%,32.8%,3.9%,2.8%,58.0%,68.5%,52.0%,61.6%,42.4%,51.9%,1.10
Grass,11,4,7,36.4%,13-23,36.1%,160-202,44.2%,3-2,60.0%,10,70.6%,16.7%,6.0%,2.9%,55.6%,68.1%,51.8%,60.9%,33.8%,47.1%,0.86
Carpet,34,10,24,29.4%,30-51,37.0%,382-436,46.7%,6-12,33.3%,31,75.3%,19.8%,8.7%,3.5%,54.7%,71.7%,49.5%,61.7%,35.5%,48.5%,0.93
Grand Slams,99,61,38,61.6%,210-147,58.8%,1803-1641,52.4%,24-19,55.8%,98,76.7%,27.7%,4.8%,2.8%,58.5%,70.5%,51.1%,62.4%,40.7%,51.3%,1.08
Masters,175,100,75,57.1%,226-185,55.0%,2053-1934,51.5%,38-26,59.4%,171,75.6%,26.8%,5.3%,2.9%,54.7%,69.5%,52.2%,61.7%,39.8%,50.7%,1.04
Other Tours,426,261,165,61.3%,578-420,57.9%,5117-4470,53.4%,64-79,44.8%,418,76.8%,30.0%,4.5%,3.0%,58.3%,69.0%,52.1%,62.0%,41.1%,51.5%,1.08
Best of 5,121,77,44,63.6%,259-178,59.3%,2226-1999,52.7%,30-20,60.0%,108,76.7%,27.7%,4.8%,2.8%,58.5%,70.5%,51.2%,62.5%,40.6%,51.3%,1.08
Best of 3,602,362,240,60.1%,800-603,57.0%,7144-6375,52.8%,102-107,48.8%,586,76.6%,28.9%,4.7%,3.0%,57.1%,69.2%,52.2%,61.9%,40.7%,51.3%,1.07
Finals,30,17,13,56.7%,47-38,55.3%,439-405,52.0%,8-7,53.3%,30,76.0%,28.0%,4.9%,2.6%,59.7%,69.3%,50.3%,61.6%,39.8%,50.8%,1.04
Semi-finals,55,30,25,54.5%,70-58,54.7%,634-606,51.1%,12-7,63.2%,55,75.6%,26.0%,4.8%,3.1%,56.7%,69.3%,51.0%,61.4%,39.6%,50.4%,1.02
Quarter-finals,80,54,26,67.5%,117-74,61.3%,999-868,53.5%,14-12,53.8%,80,76.7%,30.3%,5.1%,2.4%,58.5%,69.5%,51.1%,61.9%,40.9%,51.4%,1.07
vs Righties,608,361,247,59.4%,874-665,56.8%,7824-6990,52.8%,100-112,47.2%,583,76.4%,29.0%,4.8%,3.0%,57.6%,69.2%,51.9%,61.9%,40.7%,51.3%,1.07
vs Lefties,115,78,37,67.8%,185-116,61.5%,1546-1384,52.8%,32-15,68.1%,111,77.8%,26.8%,4.7%,3.0%,56.8%,70.9%,52.3%,62.9%,40.3%,51.3%,1.09
vs Top 10,77,32,45,41.6%,83-110,43.0%,879-986,47.1%,13-14,48.1%,71,70.8%,23.3%,4.5%,2.7%,58.7%,67.3%,48.7%,59.6%,38.4%,48.9%,0.95
