Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2003 St. Petersburg QF,W vs Grosjean,40% (6/15),67% (4/6),0/3,33% (5/15),40% (2/5),3/3,0/0,2/2,0/0,0/0
2002 Roland Garros SF,L vs Costa,42% (8/19),50% (4/8),0/6,56% (10/18),40% (4/10),4/4,1/1,2/2,0/0,1/1
2002 Rome R64,L vs Galimberti,25% (3/12),100% (3/3),1/4,46% (6/13),17% (1/6),2/2,0/0,0/1,0/0,0/1
2001 Roland Garros F,L vs Kuerten,37% (7/19),43% (3/7),0/6,47% (9/19),0% (0/9),1/3,0/0,1/4,0/0,0/1
2001 Roland Garros QF,W vs Federer,53% (9/17),78% (7/9),3/4,47% (8/17),50% (4/8),5/7,3/4,1/1,1/2,0/0
2001 Rome QF,L vs Kuerten,0% (0/8),- (0/0),0/3,56% (5/9),20% (1/5),0/0,0/0,0/1,0/0,0/1
2001 Rome R16,W vs Hewitt,45% (5/11),60% (3/5),1/2,45% (5/11),60% (3/5),3/3,1/2,0/0,1/1,0/0
2001 Rome R64,W vs Moya,47% (7/15),71% (5/7),1/3,38% (6/16),50% (3/6),4/4,1/1,0/0,1/1,0/0
2001 Miami R16,L vs Rafter,22% (2/9),50% (1/2),1/3,50% (5/10),20% (1/5),0/1,0/0,1/2,0/0,0/1
2000 Washington F,W vs Agassi,63% (5/8),80% (4/5),1/1,33% (3/9),67% (2/3),3/3,1/1,0/0,1/1,0/0
2000 Roland Garros R16,W vs Federer,50% (8/16),63% (5/8),1/2,19% (3/16),33% (1/3),4/4,1/1,0/0,1/1,0/0
2000 Rome SF,L vs Kuerten,44% (4/9),0% (0/4),0/3,44% (4/9),25% (1/4),0/0,0/0,0/0,0/0,0/0
2000 Indian Wells F,W vs Enqvist,33% (5/15),100% (5/5),1/1,29% (4/14),75% (3/4),4/4,2/2,0/0,0/0,0/0
2000 Indian Wells SF,W vs Lapentti,44% (4/9),75% (3/4),1/1,20% (2/10),50% (1/2),3/3,2/2,0/0,1/1,0/0
1999 Rome SF,L vs Kuerten,33% (3/9),67% (2/3),1/5,67% (6/9),17% (1/6),1/2,0/0,2/2,0/0,0/0
1998 Tour Finals SF,W vs Sampras,20% (3/15),67% (2/3),0/2,19% (3/16),33% (1/3),1/2,1/1,3/3,0/0,2/2
1998 Roland Garros SF,W vs Pioline,57% (8/14),75% (6/8),1/1,38% (5/13),80% (4/5),3/3,0/0,0/0,0/0,0/0
1998 Hamburg SF,W vs Mantilla,54% (7/13),86% (6/7),1/3,46% (6/13),33% (2/6),2/4,0/1,0/1,0/0,0/0
1998 Miami SF,L vs Agassi,33% (3/9),33% (1/3),0/4,56% (5/9),20% (1/5),0/1,0/0,1/1,0/0,0/0
1997 Rome F,W vs Rios,50% (8/16),88% (7/8),3/4,35% (6/17),33% (2/6),4/5,1/1,0/0,1/1,0/0
2003 (1 matches),,40.0%,66.7%,0.0%,33.3%,40.0%,100.0%,-,100.0%,-,-
2002 (2 matches),,35.5%,63.6%,10.0%,51.6%,31.3%,100.0%,100.0%,66.7%,-,50.0%
2001 (6 matches),,38.0%,63.3%,28.6%,46.3%,31.6%,72.2%,71.4%,37.5%,75.0%,0.0%
2000 (5 matches),,45.6%,65.4%,50.0%,27.6%,50.0%,100.0%,100.0%,-,100.0%,-
1999 (1 matches),,33.3%,66.7%,20.0%,66.7%,16.7%,50.0%,-,100.0%,-,-
Career (26 matches),,41.0%,69.1%,29.9%,42.1%,32.6%,78.9%,73.7%,69.2%,87.5%,60.0%
