Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2003 St. Petersburg QF,W vs Grosjean,30,25,1.2,16.3%,13.6%,26,23,1.1,15.6%,13.8%,9.0%,5.4%,1.5,22.3%,14.7%
2002 Roland Garros SF,L vs Costa,35,53,0.7,14.2%,21.5%,33,49,0.7,13.9%,20.7%,8.9%,4.2%,0.8,14.6%,17.8%
2002 Rome Masters R64,L vs Galimberti,18,33,0.5,11.9%,21.9%,14,32,0.4,10.1%,23.0%,2.9%,7.2%,0.6,15.2%,23.8%
2001 Roland Garros F,L vs Kuerten,40,54,0.7,16.4%,22.1%,36,50,0.7,16.1%,22.3%,7.1%,8.9%,0.8,17.6%,20.9%
2001 Roland Garros SF,W vs Grosjean,34,35,1.0,16.7%,17.2%,31,31,1.0,16.1%,16.1%,9.3%,6.2%,0.7,15.8%,22.7%
2001 Roland Garros QF,W vs Federer,34,55,0.6,14.8%,24.0%,33,50,0.7,15.2%,23.0%,7.8%,7.4%,0.6,13.5%,24.0%
2001 Rome Masters QF,L vs Kuerten,10,26,0.4,9.2%,23.9%,8,25,0.3,7.8%,24.3%,5.8%,1.9%,1.0,22.9%,22.9%
2001 Rome Masters R16,W vs Hewitt,24,26,0.9,14.4%,15.6%,21,25,0.8,13.4%,15.9%,5.7%,7.6%,0.5,12.0%,22.2%
2001 Rome Masters R64,W vs Moya,30,36,0.8,14.6%,17.5%,25,34,0.7,13.0%,17.6%,8.8%,4.1%,0.6,13.1%,23.3%
2001 Miami Masters R16,L vs Rafter,20,24,0.8,16.9%,20.3%,17,20,0.9,16.8%,19.8%,6.9%,6.9%,0.9,16.9%,19.5%
2000 Washington F,W vs Agassi,18,13,1.4,16.4%,11.8%,9,12,0.8,9.4%,12.5%,1.0%,8.3%,0.3,10.9%,34.5%
2000 Roland Garros R16,W vs Federer,35,33,1.1,15.0%,14.2%,30,30,1.0,14.3%,14.3%,9.5%,3.8%,0.6,13.3%,22.7%
2000 Rome Masters SF,L vs Kuerten,21,15,1.4,17.4%,12.4%,17,13,1.3,15.7%,12.0%,6.5%,9.3%,2.0,26.4%,13.2%
2000 Indian Wells Masters F,W vs Enqvist,28,10,2.8,15.8%,5.6%,18,9,2.0,11.9%,6.0%,6.6%,4.0%,0.8,19.8%,23.7%
2000 Indian Wells Masters SF,W vs Lapentti,15,10,1.5,13.9%,9.3%,11,9,1.2,11.1%,9.1%,5.1%,5.1%,0.6,13.0%,23.1%
1999 Rome Masters SF,L vs Kuerten,13,12,1.1,10.7%,9.9%,9,12,0.8,8.3%,11.1%,5.6%,2.8%,1.7,31.4%,18.2%
1998 Tour Finals F,W vs Moya,51,58,0.9,15.6%,17.8%,46,53,0.9,15.2%,17.5%,8.6%,6.6%,0.8,14.7%,18.7%
1998 Tour Finals SF,W vs Sampras,29,14,2.1,15.8%,7.6%,25,11,2.3,16.4%,7.2%,3.3%,11.8%,0.8,20.7%,25.0%
1998 Indianapolis F,W vs Agassi,16,24,0.7,14.4%,21.6%,11,22,0.5,11.2%,22.4%,7.1%,4.1%,0.4,11.7%,26.1%
1998 Roland Garros F,L vs Moya,18,39,0.5,10.1%,21.9%,17,36,0.5,10.1%,21.3%,6.5%,3.6%,0.8,16.9%,21.9%
Career (33 matches),,876,926,0.9,15.1%,16.0%,732,838,0.9,13.8%,15.8%,7.8%,5.6%,0.9,17.5%,20.4%
