Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,2,1,1,50.0%,3-2,60.0%,23-18,56.1%,0-0,-,0,,,,,,,,,,,,R16 (W15 Colorado Springs CO)
2021,14,8,6,57.1%,21-12,63.6%,172-143,54.6%,4-1,80.0%,0,,,,,,,,,,,,SF (W15 Moscow)
2020,19,10,9,52.6%,21-20,51.2%,182-187,49.3%,2-1,66.7%,0,,,,,,,,,,,,SF (W15 Sharm El Sheikh)
2019,61,29,32,47.5%,65-66,49.6%,599-596,50.1%,4-4,50.0%,0,,,,,,,,,,,,W (2x)
2018,49,30,19,61.2%,66-36,64.7%,529-392,57.4%,4-6,40.0%,0,,,,,,,,,,,,W (Sharm El Sheikh $15K)
2017,42,24,18,57.1%,56-43,56.6%,495-449,52.4%,3-4,42.9%,0,,,,,,,,,,,,F (Khimki $25K)
2016,60,38,22,63.3%,80-52,60.6%,666-559,54.4%,5-7,41.7%,0,,,,,,,,,,,,W (2x)
2015,77,43,34,55.8%,95-80,54.3%,829-752,52.4%,4-10,28.6%,0,,,,,,,,,,,,F (Cairo $10K)
2014,72,48,24,66.7%,101-59,63.1%,840-640,56.8%,5-10,33.3%,0,,,,,,,,,,,,W (2x)
2013,65,47,18,72.3%,100-46,68.5%,742-559,57.0%,8-2,80.0%,0,,,,,,,,,,,,W (5x)
2012,14,12,2,85.7%,24-8,75.0%,173-115,60.1%,0-0,-,0,,,,,,,,,,,,W (Sharm El Sheikh 10K)
2011,12,7,5,58.3%,15-11,57.7%,131-93,58.5%,0-2,0.0%,0,,,,,,,,,,,,F (Djibouti 10K)
2010,9,7,2,77.8%,15-7,68.2%,117-94,55.5%,2-1,66.7%,0,,,,,,,,,,,,F (Casablanca 10K)
2009,8,3,5,37.5%,8-10,44.4%,72-86,45.6%,1-0,100.0%,0,,,,,,,,,,,,R16 (3x)
2008,4,2,2,50.0%,4-4,50.0%,29-31,48.3%,0-0,-,0,,,,,,,,,,,,QF (Damascus 10K)
2006,1,0,1,0.0%,1-2,33.3%,7-16,30.4%,0-0,-,0,,,,,,,,,,,,R32 (Cairo 10K)
Career,509,309,200,60.7%,675-458,59.6%,5606-4730,54.2%,42-48,46.7%,0,,,,,,,,,,,,
