Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,88,34,54,38.6%,80-123,39.4%,843-1010,45.5%,7-6,53.8%,76,-,-,1.6%,5.4%,62.5%,58.8%,42.8%,52.8%,43.7%,48.2%,0.93
Clay,46,18,28,39.1%,39-61,39.0%,433-493,46.8%,3-4,42.9%,40,50.0%,30.0%,1.1%,4.2%,62.8%,57.0%,45.3%,52.7%,44.2%,48.6%,0.93
Grass,11,1,10,9.1%,5-19,20.8%,82-132,38.3%,0-0,-,10,-,-,1.3%,4.1%,66.6%,59.7%,42.4%,53.9%,37.2%,45.5%,0.81
Carpet,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,-,-,3.8%,3.8%,64.2%,47.1%,36.8%,43.4%,41.9%,42.6%,0.74
Grand Slams,25,6,19,24.0%,18-40,31.0%,209-307,40.5%,2-1,66.7%,25,-,-,1.2%,5.2%,64.3%,57.1%,41.1%,51.4%,41.6%,46.4%,0.85
Premiers,20,6,14,30.0%,14-31,31.1%,179-235,43.2%,3-0,100.0%,19,50.0%,30.0%,1.5%,3.6%,65.2%,58.0%,42.4%,52.6%,41.2%,47.0%,0.87
Internationals,96,41,55,42.7%,90-124,42.1%,933-1038,47.3%,5-8,38.5%,78,-,-,1.5%,5.2%,61.5%,58.8%,44.7%,53.4%,44.6%,49.1%,0.96
Finals,2,1,1,50.0%,2-2,50.0%,19-19,50.0%,0-0,-,1,-,-,1.4%,8.6%,67.1%,63.8%,34.8%,54.3%,30.4%,43.7%,0.66
Semi-finals,4,2,2,50.0%,2-4,33.3%,28-33,45.9%,0-0,-,3,-,-,1.0%,6.5%,58.2%,59.0%,48.8%,54.7%,43.1%,48.8%,0.95
Quarter-finals,9,4,5,44.4%,8-11,42.1%,76-92,45.2%,0-0,-,8,-,-,0.8%,6.5%,60.1%,61.6%,44.1%,54.6%,43.7%,49.2%,0.96
vs Righties,125,44,81,35.2%,103-179,36.5%,1153-1427,44.7%,8-7,53.3%,109,50.0%,30.0%,1.5%,5.0%,62.9%,57.6%,43.3%,52.3%,43.0%,47.7%,0.90
vs Lefties,16,7,9,43.8%,16-20,44.4%,153-165,48.1%,2-0,100.0%,15,-,-,0.6%,4.5%,64.0%,63.2%,43.5%,56.1%,44.3%,50.2%,1.01
vs Top 10,6,0,6,0.0%,1-12,7.7%,29-78,27.1%,1-0,100.0%,6,-,-,0.5%,5.1%,62.7%,47.5%,38.6%,44.2%,37.1%,40.8%,0.67
