Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2017,721,25,,,,,,,,,,,,
2016,475,66,,,,,,,,,,,,
2015,310,136,,,,,,,,,,,,
2014,193,269,177,1522,175,1484,149,1503,,,403,104,,
2013,208,298,184,1511,177,1484,157,1500,,,473,102,,
2012,134,520,145,1600,127,1575,128,1574,161,1419,90,891,,
2011,70,906,85,1733,82,1676,78,1667,119,1524,81,1045,,
2010,91,730,111,1668,108,1622,112,1592,120,1514,83,945,,
2009,73,877,98,1696,94,1646,103,1606,107,1530,,,,
2008,173,183,167,1552,157,1532,155,1493,185,1388,,,,
2007,154,217,142,1605,113,1586,146,1517,159,1430,,,,
2006,99,292,83,1712,93,1633,70,1650,119,1494,,,,
2005,256,119,,,,,,,,,,,,
2004,334,67,,,,,,,,,,,,
2003,306,68,,,,,,,,,,,,
2002,377,45,,,,,,,,,,,,
2001,284,73,,,,,,,,,,,,
2000,381,39,,,,,,,,,,,,
1999,644,9,,,,,,,,,,,,
1998,664,10,,,,,,,,,,,,
1997,802,5,,,,,,,,,,,,
1996,973,2,,,,,,,,,,,,
