Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,24,12,12,50.0%,5,4,1,80.0%,1997,2008,R64,3,0.85,0.4%,5.2%,71.4%,58.2%,42.4%,53.7%,39.5%,57.6%,43.5%
Roland Garros,12,Clay,22,10,12,45.5%,3,2,1,66.7%,1995,2007,R64,4,0.96,1.9%,8.1%,65.8%,53.8%,39.3%,48.8%,48.9%,43.6%,41.9%
Wimbledon,10,Grass,25,15,10,60.0%,3,3,0,100.0%,1995,2007,R32,4,1.01,1.5%,6.2%,67.3%,65.9%,45.6%,59.3%,41.2%,60.0%,39.3%
US Open,13,Hard,19,6,13,31.6%,6,3,3,50.0%,1994,2007,R64,1,0.88,0.0%,5.9%,72.9%,59.7%,39.1%,54.1%,40.2%,50.0%,37.5%
Fed Cup,1,,1,0,1,0.0%,0,0,0,-,2007,2007,,0,,,,,,,,,,
Auckland,10,Hard,31,19,12,61.3%,7,6,1,85.7%,1996,2007,W,1,0.95,1.1%,12.2%,66.7%,51.7%,30.0%,44.4%,53.0%,33.3%,64.3%
Indian Wells,11,Hard,15,4,11,26.7%,1,0,1,0.0%,1995,2008,R32,2,1.10,4.3%,5.8%,59.7%,63.9%,37.5%,53.2%,51.6%,44.4%,52.2%
Amelia Island,10,Clay,17,7,10,41.2%,2,0,2,0.0%,1995,2007,R16,3,1.19,1.2%,9.4%,68.4%,61.5%,40.7%,55.0%,53.4%,55.6%,56.7%
Birmingham,9,Grass,26,17,9,65.4%,8,5,3,62.5%,1995,2007,SF,7,1.05,1.1%,5.7%,65.7%,63.1%,46.5%,57.4%,44.7%,59.3%,53.3%
San Diego,9,Hard,22,12,10,54.5%,2,0,2,0.0%,1995,2007,R16,3,0.89,0.5%,5.3%,67.4%,55.6%,57.4%,56.1%,38.9%,35.3%,24.1%
Tokyo,7,Carpet,21,12,9,57.1%,5,2,3,40.0%,1997,2007,QF,1,0.62,0.0%,10.0%,70.0%,54.3%,26.7%,46.0%,33.3%,50.0%,100.0%
