Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Denis Yevseyev [KAZ],1,5,16.7%,4,3,1,75.0%,2019,2024,3,0.85,9.4%,2.8%,65.0%,68.8%,45.0%,60.5%,33.5%,69.0%,40.0%
5,James Duckworth [AUS],1,4,20.0%,4,1,3,25.0%,2023,2025,5,0.78,14.8%,7.2%,60.7%,74.3%,44.7%,62.7%,29.2%,66.7%,31.3%
4,Alibek Kachmazov [RUS],2,2,50.0%,5,2,3,40.0%,2019,2025,1,1.01,12.5%,5.0%,54.2%,80.0%,49.1%,65.8%,34.4%,62.5%,37.5%
4,Marc Andrea Huesler [SUI],3,1,75.0%,2,1,1,50.0%,2023,2025,4,0.98,14.4%,3.8%,59.9%,81.7%,56.4%,71.6%,27.8%,68.8%,53.8%
4,Adam Walton [AUS],1,3,25.0%,4,2,2,50.0%,2023,2024,4,0.85,16.7%,4.8%,61.4%,76.5%,47.1%,65.2%,29.8%,65.5%,29.4%
4,Benjamin Lock [ZIM],3,1,75.0%,2,1,1,50.0%,2021,2024,3,1.05,16.4%,6.3%,57.1%,81.7%,50.4%,68.3%,33.2%,66.7%,23.8%
3,Tristan Schoolkate [AUS],1,2,33.3%,2,1,1,50.0%,2024,2025,3,0.88,11.3%,5.1%,57.1%,72.6%,44.1%,60.4%,35.1%,75.8%,46.7%
3,Zachary Svajda [USA],0,3,0.0%,0,0,0,-,2022,2025,3,0.70,16.3%,3.6%,65.8%,66.7%,43.3%,58.7%,28.7%,54.5%,45.5%
3,Jurij Rodionov [AUT],3,0,100.0%,2,2,0,100.0%,2019,2025,2,1.28,23.8%,1.5%,73.8%,82.3%,50.0%,73.8%,33.6%,80.0%,41.7%
3,Mark Lajal [EST],1,2,33.3%,2,1,1,50.0%,2022,2025,3,0.88,10.8%,4.2%,54.2%,69.5%,56.3%,63.5%,32.2%,57.1%,50.0%
3,Aleksandar Kovacevic [USA],0,3,0.0%,1,1,0,100.0%,2023,2025,3,0.63,13.6%,5.3%,61.0%,71.9%,37.1%,58.3%,26.4%,67.9%,10.0%
3,Micah Braswell [USA],0,3,0.0%,1,0,1,0.0%,2024,2025,3,0.95,15.7%,4.8%,59.1%,75.7%,48.9%,64.8%,33.6%,55.0%,25.0%
3,Lloyd Harris [RSA],0,3,0.0%,1,0,1,0.0%,2023,2024,3,0.73,10.2%,2.8%,61.0%,66.7%,53.1%,61.4%,28.3%,54.2%,36.4%
3,Egor Gerasimov [BLR],1,2,33.3%,1,1,0,100.0%,2023,2024,3,0.94,12.6%,4.8%,58.1%,70.1%,50.4%,61.9%,36.0%,69.2%,43.8%
3,Yuta Shimizu [JPN],3,0,100.0%,1,1,0,100.0%,2022,2023,3,1.23,10.7%,6.6%,63.3%,77.4%,50.0%,67.3%,40.1%,75.0%,36.4%
