Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,9,4,5,44.4%,2,2,0,100.0%,2022,2026,R128,9,0.97,1.4%,3.5%,65.2%,57.2%,45.8%,53.2%,45.4%,45.5%,42.3%
Roland Garros,4,Clay,8,4,4,50.0%,1,0,1,0.0%,2022,2025,Q3,8,1.05,0.3%,3.0%,71.1%,54.2%,42.7%,50.9%,51.5%,46.2%,47.4%
Wimbledon,4,Grass,8,4,4,50.0%,1,0,1,0.0%,2022,2025,R64,8,1.00,0.0%,3.5%,72.9%,56.8%,39.7%,52.2%,47.8%,50.6%,39.1%
US Open,5,Hard,10,5,5,50.0%,5,2,3,40.0%,2021,2025,Q2,10,1.01,0.4%,5.3%,64.9%,58.4%,45.6%,53.9%,46.4%,57.7%,55.4%
Mumbai 125,2,Hard,5,3,2,60.0%,3,2,1,66.7%,2025,2026,QF,5,1.09,1.3%,6.0%,63.3%,57.4%,53.0%,55.8%,48.2%,41.9%,52.3%
Osaka,4,Hard,7,3,4,42.9%,3,1,2,33.3%,2019,2025,SF,7,0.91,0.9%,5.7%,65.3%,57.5%,43.4%,52.6%,43.4%,57.0%,50.0%
Seoul,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2023,2025,R32,2,0.86,0.7%,6.8%,61.6%,52.2%,32.1%,44.5%,47.9%,25.0%,34.5%
Warsaw 125,2,Hard,4,2,2,50.0%,0,0,0,-,2024,2025,R16,4,1.09,0.6%,4.5%,58.6%,63.0%,45.4%,55.7%,48.1%,52.8%,44.7%
Tokyo,5,Hard,11,6,5,54.5%,1,0,1,0.0%,2016,2024,R16,11,1.00,0.9%,5.5%,66.7%,56.1%,47.1%,53.1%,46.9%,48.8%,44.9%
Monastir,2,Hard,5,3,2,60.0%,0,0,0,-,2023,2024,QF,5,1.14,0.7%,3.7%,67.8%,62.2%,50.0%,58.2%,47.8%,42.9%,64.5%
