Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,9,3,6,33.3%,4,2,2,50.0%,2015,2022,Q3,8,0.94,11.3%,3.2%,62.9%,73.5%,51.3%,65.3%,32.8%,63.8%,33.3%
Roland Garros,8,Clay,11,3,8,27.3%,3,2,1,66.7%,2015,2022,Q2,8,0.85,4.8%,4.0%,66.7%,65.6%,44.3%,58.5%,35.5%,57.6%,25.5%
Wimbledon,5,Grass,9,4,5,44.4%,5,0,5,0.0%,2016,2022,Q3,6,1.18,13.6%,4.9%,61.6%,78.2%,56.7%,69.9%,35.5%,69.0%,41.7%
US Open,6,Hard,8,2,6,25.0%,4,1,3,25.0%,2015,2022,Q2,3,0.85,8.1%,9.3%,55.2%,73.0%,45.9%,60.9%,33.1%,35.7%,42.9%
Davis Cup,9,,22,11,11,50.0%,10,3,7,30.0%,2016,2025,,18,0.97,10.5%,5.3%,57.6%,73.0%,53.7%,64.8%,34.1%,65.0%,38.3%
Shanghai Masters,2,Hard,5,3,2,60.0%,2,1,1,50.0%,2018,2024,R128,5,0.99,16.6%,6.1%,61.8%,75.3%,55.9%,67.9%,31.8%,70.8%,37.5%
Newport,6,Grass,15,9,6,60.0%,4,2,2,50.0%,2017,2023,F,15,1.06,9.5%,5.5%,60.2%,75.5%,55.1%,67.4%,34.6%,63.0%,39.3%
Pune,4,Hard,9,4,5,44.4%,4,2,2,50.0%,2018,2023,R16,9,1.03,13.3%,4.7%,64.1%,74.5%,48.9%,65.3%,35.8%,58.8%,33.9%
Atlanta,2,Hard,4,2,2,50.0%,2,2,0,100.0%,2018,2022,R32,4,1.00,12.6%,5.1%,70.4%,75.8%,50.7%,68.4%,31.6%,63.2%,26.1%
Indian Wells Masters,4,Hard,5,1,4,20.0%,0,0,0,-,2018,2022,Q2,5,0.80,7.3%,3.5%,55.7%,70.2%,44.7%,58.9%,33.0%,45.5%,47.6%
Washington,4,Hard,7,3,4,42.9%,1,0,1,0.0%,2017,2021,R64,7,0.87,14.5%,4.4%,58.3%,72.4%,44.1%,60.6%,34.1%,34.6%,37.1%
