Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
7,Sumit Nagal [IND],6,1,85.7%,2,2,0,100.0%,2013,2023,5,1.15,8.6%,3.4%,57.1%,70.8%,57.6%,65.1%,40.1%,65.4%,48.5%
7,Sebastian Ofner [AUT],5,2,71.4%,1,1,0,100.0%,2016,2021,5,1.01,10.6%,4.2%,59.7%,67.4%,51.0%,60.8%,39.4%,60.6%,44.8%
7,N Sriram Balaji [IND],2,5,28.6%,1,0,1,0.0%,2011,2014,0,,,,,,,,,,
6,Yuki Bhambri [IND],1,5,16.7%,1,1,0,100.0%,2014,2021,6,0.77,8.3%,6.4%,58.6%,68.6%,41.1%,57.2%,32.8%,46.3%,29.0%
5,Stefan Kozlov [USA],3,2,60.0%,1,1,0,100.0%,2017,2025,5,1.08,6.9%,2.3%,62.1%,63.7%,50.0%,58.5%,44.7%,54.3%,45.0%
5,Jay Clarke [GBR],2,3,40.0%,1,1,0,100.0%,2017,2025,4,1.02,14.4%,5.6%,62.3%,78.5%,45.8%,66.2%,34.5%,40.0%,47.4%
5,Sidharth Rawat [IND],4,1,80.0%,0,0,0,-,2015,2023,0,,,,,,,,,,
5,Hugo Grenier [FRA],4,1,80.0%,1,0,1,0.0%,2014,2022,4,1.04,9.3%,6.9%,60.3%,80.2%,51.1%,68.7%,32.5%,66.7%,31.8%
5,Tobias Kamke [GER],3,2,60.0%,3,2,1,66.7%,2016,2019,5,1.00,12.1%,6.4%,57.7%,75.5%,50.3%,64.9%,35.3%,52.2%,40.0%
5,Saketh Myneni [IND],2,3,40.0%,0,0,0,-,2014,2017,3,0.83,2.4%,6.5%,57.7%,73.2%,40.8%,59.5%,33.7%,33.3%,35.7%
5,Kaza Vinayak Sharma [IND],4,1,80.0%,2,1,1,50.0%,2011,2015,0,,,,,,,,,,
4,Sasi Kumar Mukund [IND],3,1,75.0%,2,1,1,50.0%,2013,2025,1,1.05,14.3%,5.1%,62.2%,77.0%,54.1%,68.4%,33.3%,71.4%,20.0%
4,Akira Santillan [AUS],2,2,50.0%,3,1,2,33.3%,2016,2024,3,0.95,9.4%,3.8%,65.0%,69.1%,43.9%,60.3%,37.6%,64.3%,37.5%
4,Yasutaka Uchiyama [JPN],1,3,25.0%,1,0,1,0.0%,2016,2023,4,0.88,13.4%,6.0%,57.1%,77.1%,53.6%,67.0%,28.8%,78.6%,33.3%
4,Jordan Thompson [AUS],1,3,25.0%,2,0,2,0.0%,2016,2022,4,0.80,9.2%,4.0%,61.5%,74.0%,39.2%,60.6%,31.6%,65.6%,53.3%
