Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,46,14,32,30.4%,42-72,36.8%,518-588,46.8%,6-10,37.5%,42,78.6%,13.8%,10.5%,5.6%,58.9%,73.4%,46.6%,62.4%,33.1%,47.9%,0.88
Clay,1,0,1,0.0%,1-3,25.0%,18-22,45.0%,0-1,0.0%,1,78.9%,10.0%,4.5%,3.0%,56.7%,61.8%,60.3%,61.2%,28.1%,46.0%,0.72
Grass,16,11,5,68.8%,24-15,61.5%,210-181,53.7%,3-4,42.9%,16,86.6%,20.6%,11.4%,6.0%,56.7%,76.2%,55.8%,67.4%,36.7%,52.1%,1.13
Masters,3,1,2,33.3%,3-5,37.5%,39-39,50.0%,0-2,0.0%,3,89.5%,13.2%,14.0%,6.2%,63.6%,74.7%,54.5%,67.4%,31.9%,49.4%,0.98
Other Tours,38,13,25,34.2%,36-55,39.6%,412-471,46.7%,6-6,50.0%,38,78.6%,14.1%,10.3%,5.8%,58.2%,74.1%,46.7%,62.7%,34.1%,48.5%,0.91
Best of 5,7,4,3,57.1%,14-11,56.0%,132-117,53.0%,1-2,33.3%,6,86.4%,15.3%,9.7%,5.8%,55.4%,73.2%,55.3%,65.2%,32.4%,49.3%,0.93
Best of 3,56,21,35,37.5%,53-79,40.2%,614-674,47.7%,8-13,38.1%,53,79.8%,15.6%,10.7%,5.6%,58.8%,73.9%,48.4%,63.4%,34.3%,48.9%,0.94
Finals,1,0,1,0.0%,1-2,33.3%,13-16,44.8%,0-0,-,1,80.0%,7.1%,11.2%,4.5%,53.9%,75.0%,51.2%,64.0%,34.1%,49.4%,0.95
Semi-finals,1,1,0,100.0%,2-0,100.0%,13-9,59.1%,0-0,-,1,81.8%,36.4%,10.1%,2.9%,66.7%,71.7%,56.5%,66.7%,42.7%,54.2%,1.28
Quarter-finals,3,1,2,33.3%,4-4,50.0%,43-44,49.4%,2-1,66.7%,3,88.1%,9.5%,7.7%,7.0%,51.3%,77.9%,54.1%,66.3%,33.3%,50.0%,0.99
vs Righties,53,23,30,43.4%,61-72,45.9%,650-661,49.6%,9-12,42.9%,49,82.0%,16.2%,11.3%,5.6%,58.9%,74.4%,49.6%,64.2%,34.4%,49.4%,0.96
vs Lefties,8,1,7,12.5%,3-16,15.8%,68-109,38.4%,0-2,0.0%,8,69.3%,9.2%,5.6%,6.5%,55.0%,66.9%,48.2%,58.5%,30.4%,44.8%,0.73
vs Top 10,2,1,1,50.0%,2-2,50.0%,19-17,52.8%,0-0,-,2,83.3%,22.2%,14.3%,2.9%,62.9%,75.8%,48.7%,65.7%,32.3%,49.8%,0.94
