Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,24,12,12,50.0%,2,1,1,50.0%,1990,2002,R64,0,,,,,,,,,,
Roland Garros,10,Clay,20,10,10,50.0%,5,1,4,20.0%,1991,2001,R64,0,,,,,,,,,,
Wimbledon,12,Grass,20,8,12,40.0%,1,0,1,0.0%,1990,2001,R128,0,,,,,,,,,,
US Open,13,Hard,21,8,13,38.1%,4,1,3,25.0%,1990,2002,R64,0,,,,,,,,,,
Key Biscayne,10,Hard,23,12,11,52.2%,2,2,0,100.0%,1989,1999,R64,0,,,,,,,,,,
Birmingham,10,Grass,17,7,10,41.2%,0,0,0,-,1990,2001,R32,0,,,,,,,,,,
Oklahoma,7,Carpet,12,5,7,41.7%,2,1,1,50.0%,1990,2000,R16,0,,,,,,,,,,
Amelia Island,6,Clay,9,2,7,22.2%,2,0,2,0.0%,1989,2002,R32,0,,,,,,,,,,
San Diego,5,Hard,13,7,6,53.8%,2,2,0,100.0%,1991,2000,R32,0,,,,,,,,,,
Philadelphia,5,Carpet,13,7,6,53.8%,0,0,0,-,1994,2000,R16,0,,,,,,,,,,
