Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2002,165,193,168,1517,157,1480,159,1476,,,,,,
2001,180,164,173,1500,165,1465,147,1481,129,1456,,,,
2000,118,276,132,1571,120,1530,129,1530,93,1514,,,,
1999,67,468,98,1636,89,1586,96,1578,64,1564,,,,
1998,178,128,166,1517,148,1482,133,1524,119,1465,,,,
1997,149,137,140,1582,111,1557,121,1565,114,1486,,,,
1996,131,172,119,1630,98,1590,105,1600,87,1528,,,,
1995,124,13,84,1703,80,1650,58,1674,59,1588,,,,
1994,200,6,160,1617,158,1565,194,1538,100,1533,,,,
1993,183,7,237,1550,229,1507,205,1530,92,1541,,,,
1992,175,6,150,1619,151,1554,153,1576,69,1573,,,,
1991,110,11,146,1627,108,1613,227,1508,115,1502,,,,
1990,138,7,97,1670,72,1640,124,1578,67,1573,,,,
1989,298,1,183,1562,170,1514,155,1538,142,1429,,,,
