Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,21,9,12,42.9%,11,6,5,54.5%,2013,2026,R32,17,0.94,10.8%,3.1%,61.6%,69.3%,52.0%,62.7%,34.9%,60.4%,34.1%
Roland Garros,8,Clay,8,0,8,0.0%,3,1,2,33.3%,2013,2025,Q1,7,0.81,4.6%,3.4%,59.3%,66.2%,47.6%,58.6%,33.6%,61.9%,28.6%
Wimbledon,7,Grass,20,13,7,65.0%,13,6,7,46.2%,2014,2025,R64,14,0.96,9.6%,2.5%,66.4%,71.5%,51.6%,64.8%,33.7%,66.3%,33.3%
US Open,5,Hard,8,3,5,37.5%,2,0,2,0.0%,2014,2025,Q3,7,0.91,10.1%,3.6%,60.5%,69.9%,50.0%,62.1%,34.6%,54.5%,43.6%
Miami Masters,4,Hard,4,0,4,0.0%,3,1,2,33.3%,2015,2026,Q1,4,0.74,9.3%,5.0%,57.3%,70.8%,46.7%,60.5%,29.1%,65.6%,13.6%
Indian Wells Masters,5,Hard,10,5,5,50.0%,6,3,3,50.0%,2015,2026,R64,10,0.96,9.6%,3.3%,59.7%,74.4%,52.6%,65.6%,32.9%,70.5%,47.9%
Brisbane,4,Hard,4,0,4,0.0%,1,0,1,0.0%,2012,2024,R32,4,0.64,9.4%,4.5%,55.2%,67.6%,46.4%,58.1%,26.8%,73.8%,30.0%
Shanghai Masters,2,Hard,3,1,2,33.3%,2,1,1,50.0%,2023,2024,Q2,3,1.09,12.4%,1.5%,61.7%,73.4%,66.2%,70.6%,32.1%,44.4%,44.4%
Washington,2,Hard,3,1,2,33.3%,2,0,2,0.0%,2018,2024,R64,3,0.81,5.1%,3.8%,57.9%,66.9%,54.5%,61.6%,31.1%,73.3%,35.0%
Newport,7,Grass,20,13,7,65.0%,8,5,3,62.5%,2015,2024,QF,18,1.12,9.2%,4.2%,61.0%,76.6%,50.3%,66.3%,37.8%,64.8%,44.0%
