Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,9,6,3,66.7%,13-8,61.9%,107-94,53.2%,1-1,50.0%,9,85.6%,21.0%,12.4%,2.7%,65.1%,72.8%,55.2%,66.7%,37.0%,51.6%,1.11,F (Brisbane 2)
2025,41,26,15,63.4%,57-35,62.0%,493-418,54.1%,9-7,56.3%,41,82.5%,24.5%,10.0%,2.4%,63.4%,71.0%,53.9%,64.7%,38.4%,51.8%,1.09,W (Brisbane 3)
2024,31,15,16,48.4%,30-40,42.9%,325-364,47.2%,10-7,58.8%,31,76.8%,17.0%,7.3%,3.5%,62.5%,69.2%,51.4%,62.5%,34.6%,48.9%,0.92,F (2x)
2023,14,4,10,28.6%,12-21,36.4%,150-178,45.7%,2-4,33.3%,14,74.8%,16.4%,8.1%,4.1%,63.0%,68.8%,49.6%,61.7%,34.5%,48.4%,0.90,R16 (4x)
2022,3,1,2,33.3%,3-4,42.9%,38-34,52.8%,0-2,0.0%,3,83.3%,23.5%,7.8%,3.0%,65.5%,70.4%,53.8%,64.7%,38.0%,51.2%,1.07,R16 (Sydney)
2021,16,7,9,43.8%,15-21,41.7%,160-192,45.5%,4-2,66.7%,16,74.3%,15.7%,8.4%,1.7%,66.4%,65.7%,53.6%,61.6%,32.1%,47.2%,0.84,W (Nottingham 2)
2020,14,8,6,57.1%,19-12,61.3%,157-133,54.1%,2-1,66.7%,14,80.7%,26.8%,8.5%,3.5%,62.9%,71.9%,49.6%,63.6%,38.6%,51.5%,1.06,F (Launceston)
2019,28,16,12,57.1%,35-31,53.0%,339-334,50.4%,8-6,57.1%,28,82.9%,16.9%,10.9%,3.9%,56.7%,75.3%,53.1%,65.7%,33.3%,49.9%,0.97,F (Lexington)
2018,33,20,13,60.6%,43-32,57.3%,387-355,52.2%,7-5,58.3%,33,81.7%,21.6%,9.8%,3.9%,61.5%,73.9%,50.2%,64.8%,37.6%,51.3%,1.07,W (Zhuhai)
2017,32,19,13,59.4%,41-31,56.9%,366-342,51.7%,4-6,40.0%,32,84.6%,19.0%,11.0%,3.7%,59.0%,76.2%,52.6%,66.5%,35.9%,51.0%,1.07,F (2x)
2016,9,6,3,66.7%,13-9,59.1%,124-105,54.1%,2-4,33.3%,9,84.3%,23.1%,10.3%,3.9%,61.7%,73.3%,52.2%,65.3%,37.6%,51.7%,1.08,QF (3x)
2015,28,14,14,50.0%,32-30,51.6%,323-320,50.2%,8-6,57.1%,27,81.3%,18.5%,8.5%,4.1%,62.4%,73.4%,52.4%,65.5%,34.5%,49.9%,1.00,F (Burnie)
2014,26,15,11,57.7%,32-30,51.6%,303-290,51.1%,6-4,60.0%,26,80.0%,21.2%,8.7%,3.2%,64.2%,69.8%,52.3%,63.5%,35.4%,49.9%,0.97,W (An-Ning)
2013,10,1,9,10.0%,4-19,17.4%,98-134,42.2%,2-4,33.3%,10,75.2%,9.7%,8.5%,4.2%,59.3%,69.1%,52.9%,62.5%,31.4%,47.0%,0.84,R16 (Milan)
Career,294,158,136,53.7%,349-323,51.9%,3370-3293,50.6%,65-59,52.4%,293,80.8%,19.7%,9.4%,3.4%,61.9%,71.8%,52.2%,64.4%,35.7%,50.2%,1.00,
