Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),165,369,192,1580,194,1534,337,1355,99,1575,,,,
2025,171,339,166,1616,156,1570,320,1373,88,1593,,,,
2024,157,377,211,1548,217,1487,,,111,1559,380,150,,
2023,329,156,310,1420,300,1390,366,1271,166,1479,,,,
2022,636,43,,,,,,,,,,,,
2021,137,506,193,1561,150,1556,308,1344,106,1560,,,,
2020,171,380,186,1532,152,1526,244,1379,,,328,163,,
2019,159,328,216,1532,198,1501,270,1408,133,1525,254,233,,
2018,154,352,163,1588,156,1548,247,1427,95,1577,242,222,,
2017,189,269,211,1527,195,1492,236,1432,145,1499,86,1033,,
2016,586,53,,,,,,,,,510,107,,
2015,269,194,288,1426,255,1407,265,1395,229,1392,159,471,,
2014,203,242,305,1382,325,1298,263,1388,188,1424,107,675,,
2013,474,77,386,1103,381,1089,362,1128,,,157,448,,
2012,381,107,,,,,,,,,491,113,,
2011,892,11,,,,,,,,,1025,22,,
2010,1209,3,,,,,,,,,,,,
2009,,,,,,,,,,,1333,7,,
2009,,,,,,,,,,,1333,7,,
