Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,35,13,22,37.1%,38-61,38.4%,431-500,46.3%,4-8,33.3%,35,75.8%,17.5%,8.8%,3.4%,60.0%,70.1%,50.8%,62.4%,34.6%,48.4%,0.92
Clay,1,0,1,0.0%,0-0,-,0-0,-,0-0,-,0,,,,,,,,,,,
Grass,15,4,11,26.7%,13-27,32.5%,184-219,45.7%,3-4,42.9%,15,75.4%,15.7%,8.5%,3.6%,61.8%,70.0%,48.9%,61.9%,33.3%,47.9%,0.88
Grand Slams,15,5,10,33.3%,20-36,35.7%,245-298,45.1%,5-5,50.0%,15,74.1%,16.0%,9.7%,2.9%,62.7%,68.3%,50.1%,61.5%,34.0%,47.6%,0.88
Masters,3,1,2,33.3%,3-5,37.5%,38-39,49.4%,0-1,0.0%,3,84.2%,15.8%,6.3%,3.9%,56.3%,77.8%,47.3%,64.5%,32.7%,49.6%,0.92
Other Tours,33,11,22,33.3%,28-47,37.3%,332-382,46.5%,2-6,25.0%,32,75.9%,17.7%,8.2%,3.8%,59.4%,70.7%,50.7%,62.5%,34.5%,48.6%,0.92
Best of 5,15,5,10,33.3%,20-36,35.7%,245-298,45.1%,5-5,50.0%,15,74.1%,16.0%,9.7%,2.9%,62.7%,68.3%,50.1%,61.5%,34.0%,47.6%,0.88
Best of 3,36,12,24,33.3%,31-52,37.3%,370-421,46.8%,2-7,22.2%,35,76.7%,17.6%,8.0%,3.8%,59.1%,71.4%,50.3%,62.7%,34.4%,48.7%,0.92
Quarter-finals,3,0,3,0.0%,0-6,0.0%,15-36,29.4%,0-0,-,3,57.7%,0.0%,4.1%,5.3%,57.6%,62.2%,43.1%,54.1%,22.0%,40.1%,0.48
vs Righties,45,16,29,35.6%,46-73,38.7%,530-611,46.5%,6-8,42.9%,44,76.1%,17.0%,8.5%,3.4%,60.3%,69.7%,51.6%,62.5%,34.3%,48.4%,0.91
vs Lefties,6,1,5,16.7%,5-15,25.0%,85-108,44.0%,1-4,20.0%,6,73.1%,16.8%,10.0%,3.8%,61.6%,72.1%,42.1%,60.6%,33.7%,47.2%,0.86
vs Top 10,4,0,4,0.0%,2-12,14.3%,57-86,39.9%,1-3,25.0%,4,73.5%,7.0%,7.9%,2.9%,65.5%,65.0%,50.9%,60.1%,27.8%,45.0%,0.70
