Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,131,51,80,38.9%,128-169,43.1%,1283-1452,46.9%,13-13,50.0%,38,-,-,2.7%,4.4%,64.1%,58.5%,43.6%,53.2%,42.1%,47.5%,0.90
Clay,168,95,73,56.5%,213-170,55.6%,1838-1720,51.7%,16-22,42.1%,29,-,-,1.4%,3.9%,63.2%,59.5%,45.8%,54.5%,47.2%,50.8%,1.04
Grass,24,10,14,41.7%,23-28,45.1%,231-260,47.0%,3-3,50.0%,8,-,-,5.2%,3.4%,64.8%,64.0%,48.9%,58.7%,42.5%,50.0%,1.03
Carpet,22,8,14,36.4%,24-29,45.3%,234-247,48.6%,2-5,28.6%,9,-,-,5.2%,4.4%,61.5%,65.9%,43.3%,57.2%,42.4%,50.5%,0.99
Grand Slams,73,32,41,43.8%,78-94,45.3%,754-841,47.3%,5-9,35.7%,35,-,-,2.6%,3.7%,63.0%,60.9%,47.1%,55.8%,43.2%,49.2%,0.98
Premiers,61,18,43,29.5%,52-88,37.1%,585-713,45.1%,7-9,43.8%,23,-,-,4.0%,4.1%,63.9%,61.0%,40.8%,53.7%,41.1%,47.6%,0.89
Internationals,155,87,68,56.1%,191-152,55.7%,1670-1538,52.1%,17-21,44.7%,26,-,-,1.9%,4.7%,63.9%,58.6%,45.0%,53.7%,47.7%,50.8%,1.03
Finals,3,3,0,100.0%,6-0,100.0%,39-25,60.9%,2-0,100.0%,1,-,-,0.0%,1.4%,68.9%,60.8%,39.1%,54.1%,50.6%,52.3%,1.10
Semi-finals,15,3,12,20.0%,9-22,29.0%,125-169,42.5%,1-0,100.0%,2,-,-,0.7%,4.1%,66.0%,55.7%,48.0%,53.1%,43.6%,48.6%,0.93
Quarter-finals,40,15,25,37.5%,36-51,41.4%,398-436,47.7%,2-9,18.2%,6,-,-,3.5%,5.5%,59.7%,61.0%,43.4%,53.9%,37.0%,45.8%,0.80
vs Righties,305,142,163,46.6%,341-352,49.2%,3157-3265,49.2%,28-37,43.1%,72,-,-,2.6%,4.4%,62.7%,61.0%,44.8%,54.9%,43.9%,49.3%,0.97
vs Lefties,32,16,16,50.0%,35-39,47.3%,338-358,48.6%,5-5,50.0%,8,-,-,3.9%,2.6%,70.1%,55.4%,43.8%,51.9%,43.4%,47.6%,0.90
vs Top 10,24,2,22,8.3%,9-45,16.7%,186-307,37.7%,0-6,0.0%,9,-,-,2.3%,5.2%,62.0%,57.9%,39.2%,50.8%,34.3%,42.9%,0.70
