Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 ITF Lima F,W vs Herdzelas,80.2%,53.9%,4.5%,4/1,2.30,4.4%,75.0%,43.1%,4.4%,2.43,4.3%,97.4%,68.4%,5.1%,2.04,4.5%
Career (1 matches),,80.2%,53.9%,4.5%,80.0%,2.30,4.4%,75.0%,43.1%,4.4%,2.43,4.3%,97.4%,68.4%,5.1%,2.04,4.5%
