Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2023-05-29),986,16,,,,,,,,,715,58,,
2022,778,29,,,,,,,,,,,,
2021,597,70,,,,,,,,,,,,
2020,414,113,,,,,,,,,557,98,,
2019,310,181,315,1306,314,1258,263,1329,,,503,107,,
2018,373,94,239,1335,237,1321,220,1243,189,1344,261,272,,
2017,215,261,,,,,,,,,275,253,,
2016,410,85,,,,,,,,,425,113,,
2015,411,79,,,,,,,,,1112,11,,
2014,212,236,225,1451,232,1379,,,155,1436,540,63,,
2013,276,195,,,,,,,,,675,51,,
2012,448,76,,,,,,,,,655,45,,
2011,557,54,,,,,,,,,919,20,,
2010,987,9,,,,,,,,,,,,
