Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2005 Roland Garros R16,L vs Nadal,85.8%,38.5%,1.9%,1/1,2.27,5.3%,87.7%,34.4%,0.0%,2.31,7.0%,93.1%,48.1%,6.9%,2.20,2.7%
2004 Wimbledon SF,L vs Federer,69.2%,42.9%,6.6%,3/3,1.88,29.5%,65.4%,38.2%,5.8%,1.77,26.2%,80.6%,48.3%,8.3%,2.01,33.3%
2004 Queens Club F,L vs Roddick,47.6%,46.7%,0.0%,0/0,2.11,11.5%,33.3%,36.4%,0.0%,2.11,17.9%,70.4%,52.6%,0.0%,2.10,4.2%
2003 St Petersburg QF,L vs Corretja,69.9%,46.2%,2.2%,2/0,2.15,44.3%,62.3%,30.3%,3.8%,2.09,55.9%,86.5%,62.5%,0.0%,2.21,33.3%
2003 Wimbledon SF,L vs Philippoussis,49.4%,34.1%,10.8%,5/4,1.97,50.8%,45.5%,20.0%,9.1%,2.03,51.7%,65.6%,47.6%,15.6%,1.92,50.0%
2002 Madrid SF,L vs Agassi,65.2%,31.1%,13.0%,7/2,2.04,0.0%,64.0%,31.3%,6.0%,2.06,0.0%,76.5%,30.8%,35.3%,2.02,0.0%
2002 Roland Garros R64,W vs Blake,75.2%,51.9%,3.5%,4/1,2.62,19.8%,82.9%,49.2%,0.0%,2.49,38.3%,86.0%,55.8%,10.0%,2.76,0.0%
2002 Monte Carlo SF,L vs Ferrero,78.1%,50.0%,4.7%,1/2,2.27,10.0%,79.1%,47.1%,0.0%,2.12,20.0%,76.2%,56.3%,14.3%,2.42,0.0%
2001 Davis Cup World Group F RR,L vs Hewitt,76.1%,42.9%,6.5%,2/4,2.10,22.5%,70.9%,38.5%,1.8%,2.08,61.5%,93.9%,48.4%,15.2%,2.11,0.0%
2001 Masters Cup F,L vs Hewitt,67.5%,42.6%,2.5%,1/1,2.04,10.9%,59.2%,41.4%,2.0%,2.11,25.9%,83.3%,44.0%,3.3%,1.99,0.0%
2001 Masters Cup SF,W vs Kafelnikov,69.5%,56.1%,0.0%,0/0,2.00,17.6%,68.8%,63.6%,0.0%,2.21,35.7%,90.5%,47.4%,0.0%,1.84,5.0%
2001 Paris F,W vs Kafelnikov,69.8%,42.0%,2.4%,2/1,2.62,14.7%,65.3%,27.7%,1.4%,2.51,22.5%,85.4%,58.5%,4.2%,2.74,5.7%
2001 Paris SF,W vs Haas,73.8%,50.0%,0.0%,0/0,1.88,60.6%,71.4%,48.0%,0.0%,1.80,80.0%,85.2%,52.2%,0.0%,1.94,44.4%
2001 Roland Garros SF,L vs Corretja,83.7%,36.6%,1.0%,1/0,2.17,14.1%,86.0%,35.1%,2.3%,2.19,27.7%,88.2%,37.8%,0.0%,2.14,0.0%
2001 Monte Carlo SF,L vs Arazi,80.0%,45.5%,1.8%,1/0,2.53,40.0%,83.3%,40.0%,3.3%,2.55,58.5%,82.6%,52.6%,0.0%,2.50,0.0%
2001 Australian Open SF,L vs Clement,75.3%,48.6%,2.6%,2/3,1.91,5.6%,69.1%,50.0%,1.8%,1.87,14.0%,88.6%,47.1%,3.8%,1.93,0.0%
2000 Stuttgart SF,L vs Ferreira,62.2%,32.1%,6.7%,2/1,2.07,7.1%,59.3%,37.5%,11.1%,1.98,14.3%,75.0%,25.0%,0.0%,2.17,0.0%
1999 Miami F,L vs Krajicek,56.9%,53.0%,5.2%,5/1,2.41,45.5%,38.3%,39.1%,5.0%,2.42,52.5%,84.3%,60.5%,5.9%,2.39,34.2%
1999 Miami SF,W vs Clavet,81.9%,40.7%,2.8%,1/1,2.39,13.6%,82.0%,39.0%,0.0%,2.40,40.0%,100.0%,44.4%,11.1%,2.38,0.0%
Career (19 matches),,71.1%,44.4%,3.8%,61.5%,2.20,21.7%,68.0%,39.9%,2.5%,2.19,32.7%,84.5%,49.8%,6.2%,2.20,10.7%
