Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2014 Cincinnati R64,L vs Pennetta,36% (5/14),80% (4/5),1/6,53% (8/15),0% (0/8),1/4,0/1,1/2,0/0,1/1
2014 Bastad F,L vs Barthel,30% (3/10),33% (1/3),0/2,45% (5/11),40% (2/5),1/1,0/1,1/2,0/0,1/1
2014 Bastad SF,W vs Cepelova,70% (7/10),86% (6/7),2/3,30% (3/10),0% (0/3),4/6,2/4,0/0,1/1,0/0
2014 Bastad QF,W vs Arruabarrena,50% (7/14),100% (7/7),1/3,38% (5/13),20% (1/5),4/6,1/2,0/1,0/1,0/0
2014 Bastad R16,W vs Siegemund,63% (10/16),90% (9/10),5/8,80% (12/15),33% (4/12),2/7,0/1,1/1,0/0,0/0
2014 Bastad R32,W vs Duque Marino,67% (6/9),100% (6/6),3/4,60% (6/10),33% (2/6),3/6,2/2,0/0,1/1,0/0
2014 Bad Gastein QF,L vs Errani,50% (6/12),67% (4/6),1/5,58% (7/12),14% (1/7),2/3,0/0,0/1,0/0,0/0
2014 Bad Gastein R16,W vs Meusburger,85% (11/13),91% (10/11),4/5,92% (11/12),45% (5/11),6/8,0/1,0/1,0/0,0/0
2014 Bad Gastein R32,W vs Duque Marino,75% (6/8),100% (6/6),1/1,43% (3/7),67% (2/3),3/4,0/1,0/0,0/1,0/0
2014 Wimbledon R64,L vs Williams,0% (0/7),- (0/0),0/4,71% (5/7),0% (0/5),0/0,0/0,0/1,0/0,0/1
2014 Wimbledon R64,L vs Williams,0% (0/7),- (0/0),0/4,71% (5/7),0% (0/5),0/0,0/0,0/1,0/0,0/1
2014 Wimbledon R128,W vs Mchale,56% (5/9),100% (5/5),1/2,33% (3/9),33% (1/3),3/4,1/1,0/0,1/1,0/0
2014 Wimbledon R128,W vs Mchale,56% (5/9),100% (5/5),1/2,33% (3/9),33% (1/3),3/4,1/1,0/0,1/1,0/0
2014 Roland Garros R128,L vs Soler Espinosa,63% (5/8),40% (2/5),1/5,89% (8/9),25% (2/8),0/2,0/0,1/2,0/0,1/2
2014 Roland Garros R128,L vs Soler Espinosa,63% (5/8),40% (2/5),1/5,89% (8/9),25% (2/8),0/2,0/0,1/2,0/0,1/2
2014 Rome R64,L vs Errani,45% (5/11),60% (3/5),1/4,50% (5/10),0% (0/5),2/3,0/0,2/3,0/0,1/1
2014 Marrakech R32,L vs Cabeza Candela,64% (7/11),86% (6/7),5/7,70% (7/10),0% (0/7),1/6,0/1,0/0,0/0,0/0
2014 Bogota SF,L vs Jankovic,44% (4/9),50% (2/4),1/4,70% (7/10),14% (1/7),1/2,0/0,1/3,0/0,1/2
2014 Bogota QF,W vs Dominguez Lino,88% (7/8),100% (7/7),2/2,43% (3/7),33% (1/3),4/6,1/2,0/0,0/1,0/0
2014 Bogota R16,W vs Panova,100% (9/9),78% (7/9),3/3,38% (3/8),0% (0/3),2/5,0/1,0/0,0/1,0/0
2014 (30 matches),,58.3%,82.0%,46.5%,58.5%,18.6%,52.7%,38.2%,35.5%,40.0%,43.8%
2013 (38 matches),,49.5%,75.8%,27.3%,54.8%,20.4%,56.7%,76.9%,51.2%,88.9%,38.5%
2012 (37 matches),,49.0%,83.3%,37.6%,53.0%,14.1%,57.3%,66.7%,44.7%,47.1%,41.2%
2011 (11 matches),,55.3%,79.4%,37.5%,47.5%,22.4%,64.8%,78.9%,72.2%,70.0%,60.0%
Career (116 matches),,52.2%,80.3%,36.9%,54.4%,18.1%,56.7%,62.7%,48.2%,56.9%,43.1%
