Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,120,53,67,44.2%,125-156,44.5%,1226-1327,48.0%,11-12,47.8%,108,50.0%,33.3%,1.2%,7.1%,62.7%,58.8%,42.4%,52.7%,45.1%,48.8%,0.95
Clay,77,39,38,50.6%,89-92,49.2%,818-826,49.8%,6-8,42.9%,55,48.4%,34.4%,0.8%,6.6%,65.3%,58.1%,44.0%,53.2%,46.7%,49.9%,1.00
Grass,11,3,8,27.3%,7-18,28.0%,104-137,43.2%,2-4,33.3%,11,-,-,0.8%,5.5%,63.7%,58.1%,45.9%,53.7%,40.3%,47.0%,0.87
Carpet,2,1,1,50.0%,2-2,50.0%,16-16,50.0%,0-0,-,2,-,-,2.8%,7.4%,59.3%,68.8%,31.8%,53.7%,48.0%,51.0%,1.04
Grand Slams,33,11,22,33.3%,26-50,34.2%,303-391,43.7%,0-6,0.0%,27,-,-,1.2%,6.7%,64.2%,57.8%,40.9%,51.8%,43.8%,47.7%,0.91
Premiers,49,18,31,36.7%,45-68,39.8%,486-551,46.9%,3-4,42.9%,48,58.3%,37.5%,1.0%,7.2%,64.4%,58.1%,44.2%,53.1%,44.5%,48.7%,0.95
Internationals,89,48,41,53.9%,109-102,51.7%,977-962,50.4%,13-12,52.0%,78,14.3%,25.0%,1.3%,6.6%,63.6%,59.7%,42.8%,53.5%,46.0%,49.7%,0.99
Finals,2,1,1,50.0%,2-2,50.0%,21-17,55.3%,0-1,0.0%,2,-,-,1.4%,4.3%,67.1%,62.8%,56.5%,60.7%,40.8%,51.5%,1.04
Semi-finals,5,2,3,40.0%,4-7,36.4%,48-61,44.0%,0-1,0.0%,5,-,-,1.5%,8.0%,63.9%,61.7%,37.1%,52.8%,41.1%,47.4%,0.87
Quarter-finals,13,5,8,38.5%,12-19,38.7%,129-147,46.7%,2-1,66.7%,11,-,-,0.8%,6.2%,66.1%,59.9%,40.8%,53.4%,42.9%,48.2%,0.92
vs Righties,193,86,107,44.6%,200-251,44.3%,1973-2149,47.9%,19-23,45.2%,163,48.8%,34.1%,1.0%,7.0%,63.6%,58.4%,42.8%,52.7%,45.3%,49.0%,0.96
vs Lefties,12,5,7,41.7%,13-15,46.4%,124-131,48.6%,0-1,0.0%,11,-,-,2.1%,5.2%,63.0%,61.8%,43.7%,55.1%,43.0%,49.0%,0.96
vs Top 10,21,0,21,0.0%,3-42,6.7%,128-267,32.4%,0-3,0.0%,19,-,-,1.4%,6.8%,62.4%,52.6%,35.7%,46.2%,39.1%,42.7%,0.73
